,TC,date,lbl,datedelta
19968,TNST123TC166,2017-08-26,f,22
19969,TNST123TC166,2019-06-09,f,652
19970,TNST123TC166,2019-07-26,f,47
19971,TNST123TC166,2019-07-27,f,1
19972,TNST123TC167,2012-08-10,f,45
19973,TNST123TC167,2013-05-29,f,287
19974,TNST123TC174,2014-02-09,f,543
19975,TNST123TC174,2018-06-12,f,1584
19976,TNST123TC174,2019-06-13,f,366
19977,TNST123TC180,2013-07-10,f,329
19978,TNST123TC181,2013-08-05,f,355
19979,TNST123TC181,2013-08-05,f,0
19980,TNST123TC181,2013-08-05,f,0
19981,TNST123TC181,2014-05-17,f,285
19982,TNST123TC182,2014-08-24,f,739
19983,TNST123TC184,2013-10-06,f,417
19984,TNST123TC184,2013-11-06,f,31
19985,TNST123TC186,2017-12-10,f,1943
19986,TNST123TC188,2012-10-09,f,55
19987,TNST123TC188,2014-10-02,f,723
19988,TNST123TC188,2016-10-24,f,753
19989,TNST123TC188,2016-11-15,f,22
19990,TNST123TC188,2016-11-15,f,0
19991,TNST123TC188,2016-12-29,f,44
19992,TNST123TC188,2017-05-13,f,135
19993,TNST123TC188,2018-01-15,f,247
19994,TNST123TC188,2018-03-13,f,57
19995,TNST123TC188,2018-11-01,f,233
19996,TNST123TC189,2012-05-09,f,1
19997,TNST123TC189,2012-11-20,f,97
19998,TNST123TC189,2013-01-16,f,57
19999,TNST123TC189,2013-02-14,f,29
20000,TNST123TC189,2013-03-01,f,15
20001,TNST123TC189,2013-08-04,f,156
20002,TNST123TC189,2013-12-15,f,133
20003,TNST123TC189,2014-03-21,f,96
20004,TNST123TC189,2014-04-03,f,13
20005,TNST123TC189,2015-06-02,f,425
20006,TNST123TC189,2019-12-10,f,1652
20007,TNST123TC192,2013-01-13,f,151
20008,TNST123TC192,2013-06-13,f,151
20009,TNST123TC192,2013-10-28,f,137
20010,TNST123TC192,2013-11-06,f,9
20011,TNST123TC192,2013-12-06,f,3
20012,TNST123TC192,2014-04-29,f,144
20013,TNST123TC198,2018-09-29,f,2236
20014,TNST123TC200,2012-10-29,f,75
20015,TNST123TC200,2013-01-10,f,73
20016,TNST123TC200,2013-10-06,f,269
20017,TNST123TC200,2015-01-29,f,48
20018,TNST123TC200,2017-05-11,f,833
20019,TNST123TC200,2019-09-15,f,857
20020,TNST123TC200,2019-09-16,f,1
20021,TNST123TC201,2012-07-13,f,24
20022,TNST123TC201,2013-05-28,f,286
20023,TNST123TC201,2013-06-07,f,1
20024,TNST123TC201,2013-08-10,f,64
20025,TNST123TC201,2013-10-05,f,56
20026,TNST123TC201,2013-11-10,f,36
20027,TNST123TC201,2014-08-21,f,284
20028,TNST123TC201,2014-09-28,f,38
20029,TNST123TC201,2015-06-16,f,261
20030,TNST123TC201,2015-06-17,f,1
20031,TNST123TC201,2016-02-04,f,232
20032,TNST123TC201,2019-08-05,f,1278
20033,TNST123TC203,2013-12-11,f,483
20034,TNST123TC203,2014-07-13,f,214
20035,TNST123TC203,2014-08-07,f,25
20036,TNST123TC203,2019-03-22,f,1688
20037,TNST123TC205,2016-07-06,f,1421
20038,TNST123TC205,2017-02-22,f,231
20039,TNST123TC205,2017-02-22,f,0
20040,TNST123TC205,2017-03-21,f,27
20041,TNST123TC206,2012-12-28,f,135
20042,TNST123TC206,2013-01-30,f,33
20043,TNST123TC206,2016-02-09,f,1105
20044,TNST123TC206,2017-08-17,f,555
20045,TNST123TC206,2017-12-16,f,121
20046,TNST123TC206,2017-12-19,f,3
20047,TNST123TC206,2018-05-21,f,153
20048,TNST123TC210,2012-04-26,f,76
20049,TNST123TC210,2012-05-04,f,8
20050,TNST123TC210,2012-05-30,f,26
20051,TNST123TC210,2013-06-26,f,315
20052,TNST123TC210,2013-12-04,f,161
20053,TNST123TC210,2017-01-08,f,1131
20054,TNST123TC211,2012-03-12,f,5
20055,TNST123TC211,2012-04-25,f,44
20056,TNST123TC211,2012-05-20,f,25
20057,TNST123TC211,2012-06-12,f,23
20058,TNST123TC211,2012-06-29,f,17
20059,TNST123TC211,2012-09-17,f,33
20060,TNST123TC211,2012-10-12,f,25
20061,TNST123TC211,2012-11-27,f,46
20062,TNST123TC211,2013-01-19,f,53
20063,TNST123TC211,2013-04-02,f,73
20064,TNST123TC211,2013-04-10,f,8
20065,TNST123TC211,2013-07-04,f,85
20066,TNST123TC211,2013-09-01,f,59
20067,TNST123TC211,2013-09-05,f,4
20068,TNST123TC211,2013-09-14,f,9
20069,TNST123TC211,2014-01-25,f,133
20070,TNST123TC211,2014-09-01,f,219
20071,TNST123TC211,2015-01-13,f,134
20072,TNST123TC211,2016-03-04,f,416
20073,TNST123TC211,2016-04-20,f,47
20074,TNST123TC211,2016-09-04,f,137
20075,TNST123TC211,2017-04-21,f,229
20076,TNST123TC211,2018-02-08,f,293
20077,TNST123TC211,2018-12-26,f,321
20078,TNST123TC211,2018-12-26,f,0
20079,TNST123TC212,2013-06-26,f,315
20080,TNST123TC212,2013-11-17,f,144
20081,TNST123TC212,2014-06-26,f,221
20082,TNST123TC212,2015-01-24,f,212
20083,TNST123TC212,2015-09-18,f,237
20084,TNST123TC212,2015-12-12,f,85
20085,TNST123TC212,2017-01-21,f,406
20086,TNST123TC212,2017-10-07,f,259
20087,TNST123TC213,2013-05-16,f,274
20088,TNST123TC213,2015-02-11,f,636
20089,TNST123TC213,2016-12-29,f,687
20090,TNST123TC214,2018-09-04,f,2242
20091,TNST123TC216,2019-01-30,f,2359
20092,TNST123TC216,2019-05-30,f,12
20093,TNST123TC220,2013-05-16,f,274
20094,TNST123TC220,2014-08-07,f,448
20095,TNST123TC220,2017-01-03,f,88
20096,TNST123TC220,2017-05-10,f,127
20097,TNST123TC220,2017-06-02,f,23
20098,TNST123TC220,2019-02-04,f,612
20099,TNST123TC220,2019-03-25,f,49
20100,TNST123TC220,2019-06-13,f,8
20101,TNST123TC220,2019-06-25,f,12
20102,TNST123TC220,2019-06-26,f,1
20103,TNST123TC220,2019-12-07,f,164
20104,TNST123TC220,2019-12-29,f,22
20105,TNST123TC221,2015-12-10,f,1212
20106,TNST123TC222,2016-05-16,f,137
20107,TNST123TC222,2016-05-17,f,1
20108,TNST123TC222,2019-09-27,f,1228
20109,TNST123TC225,2017-04-16,f,1705
20110,TNST123TC225,2019-07-06,f,811
20111,TNST123TC226,2014-07-22,f,706
20112,TNST123TC226,2015-01-12,f,174
20113,TNST123TC235,2013-02-17,f,186
20114,TNST123TC237,2012-09-20,f,36
20115,TNST123TC239,2013-05-14,f,272
20116,TNST123TC239,2015-12-06,f,936
20117,TNST123TC240,2013-09-22,f,403
20118,TNST123TC240,2014-03-25,f,184
20119,TNST123TC243,2014-09-12,f,758
20120,TNST123TC247,2017-07-02,f,1782
20121,TNST123TC248,2015-01-24,f,892
20122,TNST123TC254,2019-12-20,f,2683
20123,TNST123TC255,2016-04-16,f,134
20124,TNST123TC255,2018-03-07,f,69
20125,TNST123TC255,2019-12-08,f,641
20126,TNST123TC255,2019-12-08,f,0
20127,TNST123TC256,2015-10-02,f,1143
20128,TNST123TC256,2018-08-09,f,1042
20129,TNST123TC266,2013-09-23,f,404
20130,TNST123TC266,2014-02-08,f,138
20131,TNST123TC268,2018-04-04,f,2058
20132,TNST123TC270,2012-12-11,f,118
20133,TNST123TC270,2014-07-08,f,574
20134,TNST123TC270,2015-10-29,f,478
20135,TNST123TC270,2016-02-27,f,121
20136,TNST123TC270,2016-03-20,f,22
20137,TNST123TC270,2016-06-08,f,8
20138,TNST123TC270,2016-08-15,f,68
20139,TNST123TC270,2016-09-07,f,23
20140,TNST123TC270,2017-10-01,f,389
20141,TNST123TC270,2017-12-19,f,79
20142,TNST123TC270,2018-04-11,f,113
20143,TNST123TC270,2019-02-06,f,301
20144,TNST123TC270,2019-06-12,f,126
20145,TNST123TC272,2015-05-02,f,99
20146,TNST123TC272,2018-12-13,f,1321
20147,TNST123TC275,2017-01-25,f,1624
20148,TNST123TC276,2019-10-26,f,2628
20149,TNST123TC283,2019-05-22,f,2471
20150,TNST123TC283,2019-12-02,f,194
20151,TNST123TC284,2019-01-04,f,2333
20152,TNST123TC284,2019-11-23,f,323
20153,TNST123TC289,2016-05-10,f,1364
20154,TNST123TC292,2014-03-08,f,57
20155,TNST123TC293,2013-02-26,f,195
20156,TNST123TC293,2014-12-13,f,655
20157,TNST123TC293,2015-01-21,f,39
20158,TNST123TC293,2015-07-21,f,181
20159,TNST123TC293,2017-01-24,f,553
20160,TNST123TC293,2017-01-26,f,2
20161,TNST123TC293,2018-08-15,f,566
20162,TNST123TC293,2018-08-20,f,5
20163,TNST123TC293,2018-08-25,f,5
20164,TNST123TC294,2019-09-29,f,2601
20165,TNST123TC295,2018-07-16,f,2161
20166,TNST123TC296,2019-09-30,f,2602
20167,TNST123TC303,2013-08-10,f,36
20168,TNST123TC309,2017-05-06,f,1725
20169,TNST123TC309,2018-10-11,f,523
20170,TNST123TC309,2019-01-27,f,108
20171,TNST123TC310,2016-06-05,f,139
20172,TNST123TC310,2019-01-21,f,96
20173,TNST123TC314,2016-06-12,f,1397
20174,TNST123TC314,2017-01-14,f,216
20175,TNST123TC314,2017-09-24,f,253
20176,TNST123TC314,2017-09-25,f,1
20177,TNST123TC316,2012-07-23,f,153
20178,TNST123TC323,2019-01-29,f,2358
20179,TNST123TC332,2014-01-22,f,525
20180,TNST123TC334,2014-08-21,f,736
20181,TNST123TC340,2012-09-15,f,31
20182,TNST123TC351,2016-08-26,f,1472
20183,TNST123TC351,2016-08-26,f,0
20184,TNST123TC352,2012-09-15,f,31
20185,TNST123TC352,2018-02-03,f,1967
20186,TNST123TC361,2014-01-21,f,524
20187,TNST123TC362,2017-10-22,f,1894
20188,TNST123TC362,2018-08-11,f,293
20189,TNST123TC369,2015-02-22,f,921
20190,TNST123TC373,2013-03-30,f,227
20191,TNST123TC376,2019-01-13,f,2342
20192,TNST123TC377,2014-07-07,f,691
20193,TNST123TC390,2014-04-10,f,603
20194,TNST123TC391,2019-02-28,f,2388
20195,TNST123TC391,2019-11-27,f,272
20196,TNST123TC391,2019-11-28,f,1
20197,TNST123TC393,2017-04-01,f,169
20198,TNST123TC394,2015-03-31,f,958
20199,TNST123TC402,2014-06-21,f,675
20200,TNST123TC402,2016-05-10,f,689
20201,TNST123TC408,2015-12-14,f,1216
20202,TNST123TC424,2014-01-31,f,534
20203,TNST123TC428,2012-10-02,f,48
20204,TNST123TC433,2017-05-02,f,1721
20205,TNST123TC441,2013-04-17,f,245
20206,TNST123TC446,2018-01-22,f,1986
20207,TNST123TC447,2015-10-30,f,1171
20208,TNST123TC447,2015-10-31,f,1
20209,TNST123TC450,2014-06-15,f,669
20210,TNST123TC451,2013-05-31,f,289
20211,TNST123TC495,2015-09-18,f,1129
20212,TNST123TC506,2015-02-21,f,92
20213,TNST123TC514,2017-08-21,f,1832
20214,TNST123TC519,2014-04-14,f,607
20215,TNST123TC555,2019-04-12,f,2431
20216,TNST123TC555,2019-05-12,f,3
20217,TNST123TC668,2015-10-31,f,1172
20218,TNST123TC769,2019-01-06,f,2335
20219,TNST123TC769,2019-07-23,f,198
20220,TNST123TC769,2019-08-23,f,31
20221,TNST123TC970,2017-12-30,f,1963
20222,TNST124TC1000,2019-02-27,f,2387
20223,TNST124TC1000,2019-02-27,f,0
20224,TNST124TC101,2012-03-26,f,1
20225,TNST124TC101,2012-05-09,f,44
20226,TNST124TC101,2012-06-06,f,28
20227,TNST124TC101,2012-07-31,f,55
20228,TNST124TC101,2012-07-31,f,0
20229,TNST124TC101,2012-08-17,f,2
20230,TNST124TC101,2012-09-30,f,44
20231,TNST124TC101,2012-11-06,f,37
20232,TNST124TC101,2012-11-10,f,4
20233,TNST124TC101,2012-11-22,f,12
20234,TNST124TC101,2012-12-27,f,35
20235,TNST124TC101,2013-01-07,f,11
20236,TNST124TC101,2013-07-22,f,196
20237,TNST124TC101,2013-08-13,f,22
20238,TNST124TC101,2013-09-05,f,23
20239,TNST124TC101,2013-09-10,f,5
20240,TNST124TC101,2013-10-08,f,28
20241,TNST124TC101,2013-12-11,f,64
20242,TNST124TC101,2014-03-09,f,88
20243,TNST124TC101,2014-05-06,f,58
20244,TNST124TC101,2014-06-28,f,53
20245,TNST124TC101,2014-07-15,f,17
20246,TNST124TC101,2014-08-08,f,24
20247,TNST124TC101,2014-08-13,f,5
20248,TNST124TC101,2014-09-20,f,38
20249,TNST124TC101,2014-09-27,f,7
20250,TNST124TC101,2014-09-27,f,0
20251,TNST124TC101,2014-10-05,f,8
20252,TNST124TC101,2014-10-05,f,0
20253,TNST124TC101,2014-11-10,f,36
20254,TNST124TC101,2015-01-24,f,75
20255,TNST124TC101,2015-04-29,f,95
20256,TNST124TC101,2015-06-09,f,41
20257,TNST124TC101,2015-07-05,f,26
20258,TNST124TC101,2015-07-13,f,8
20259,TNST124TC101,2015-07-13,f,0
20260,TNST124TC101,2015-07-19,f,6
20261,TNST124TC101,2015-07-21,f,2
20262,TNST124TC101,2015-07-24,f,3
20263,TNST124TC101,2015-07-26,f,2
20264,TNST124TC101,2015-07-29,f,3
20265,TNST124TC101,2015-08-04,f,6
20266,TNST124TC101,2015-08-17,f,13
20267,TNST124TC101,2015-08-17,f,0
20268,TNST124TC101,2015-10-11,f,55
20269,TNST124TC101,2015-11-04,f,24
20270,TNST124TC101,2015-11-14,f,1
20271,TNST124TC101,2015-11-20,f,6
20272,TNST124TC101,2016-05-02,f,164
20273,TNST124TC101,2016-07-18,f,77
20274,TNST124TC101,2016-07-20,f,2
20275,TNST124TC101,2016-10-27,f,99
20276,TNST124TC101,2016-12-24,f,58
20277,TNST124TC101,2016-12-24,f,0
20278,TNST124TC101,2017-02-16,f,54
20279,TNST124TC101,2017-07-22,f,156
20280,TNST124TC101,2017-08-08,f,17
20281,TNST124TC101,2017-08-17,f,9
20282,TNST124TC101,2017-09-30,f,44
20283,TNST124TC101,2017-12-24,f,85
20284,TNST124TC101,2018-02-04,f,42
20285,TNST124TC101,2018-03-08,f,32
20286,TNST124TC101,2018-03-29,f,21
20287,TNST124TC101,2018-05-29,f,61
20288,TNST124TC101,2018-08-18,f,81
20289,TNST124TC101,2018-08-29,f,11
20290,TNST124TC101,2018-08-30,f,1
20291,TNST124TC101,2018-09-04,f,5
20292,TNST124TC101,2018-09-05,f,1
20293,TNST124TC101,2018-11-09,f,65
20294,TNST124TC101,2018-12-26,f,47
20295,TNST124TC101,2019-01-04,f,9
20296,TNST124TC101,2019-01-08,f,4
20297,TNST124TC101,2019-01-25,f,17
20298,TNST124TC101,2019-02-10,f,16
20299,TNST124TC101,2019-02-10,f,0
20300,TNST124TC101,2019-03-13,f,31
20301,TNST124TC101,2019-04-11,f,29
20302,TNST124TC101,2019-06-12,f,62
20303,TNST124TC101,2019-07-31,f,49
20304,TNST124TC101,2019-09-12,f,43
20305,TNST124TC101,2019-09-27,f,15
20306,TNST124TC101,2019-09-28,f,1
20307,TNST124TC101,2019-09-28,f,0
20308,TNST124TC101,2019-10-19,f,21
20309,TNST124TC101,2019-11-09,f,21
20310,TNST124TC101,2019-12-11,f,32
20311,TNST124TC101,2019-12-28,f,17
20312,TNST124TC102,2014-02-22,f,556
20313,TNST124TC102,2016-10-18,f,969
20314,TNST124TC102,2019-07-30,f,1015
20315,TNST124TC103,2012-10-14,f,6
20316,TNST124TC103,2012-10-14,f,0
20317,TNST124TC103,2013-04-30,f,198
20318,TNST124TC103,2013-05-24,f,24
20319,TNST124TC103,2013-09-05,f,104
20320,TNST124TC103,2014-02-26,f,174
20321,TNST124TC103,2014-09-03,f,189
20322,TNST124TC103,2014-10-09,f,36
20323,TNST124TC103,2014-12-26,f,78
20324,TNST124TC103,2015-01-09,f,14
20325,TNST124TC103,2015-03-25,f,75
20326,TNST124TC103,2015-07-21,f,118
20327,TNST124TC103,2015-09-25,f,66
20328,TNST124TC103,2016-02-06,f,134
20329,TNST124TC103,2016-05-04,f,88
20330,TNST124TC103,2016-06-07,f,34
20331,TNST124TC103,2016-06-21,f,14
20332,TNST124TC103,2016-09-06,f,77
20333,TNST124TC103,2017-03-18,f,193
20334,TNST124TC103,2017-04-08,f,21
20335,TNST124TC103,2017-04-25,f,17
20336,TNST124TC103,2017-07-20,f,86
20337,TNST124TC103,2017-07-24,f,4
20338,TNST124TC103,2017-08-13,f,2
20339,TNST124TC103,2017-09-23,f,41
20340,TNST124TC103,2017-10-10,f,17
20341,TNST124TC103,2017-12-15,f,66
20342,TNST124TC103,2018-04-16,f,122
20343,TNST124TC103,2018-04-25,f,9
20344,TNST124TC103,2018-12-25,f,244
20345,TNST124TC103,2019-01-21,f,27
20346,TNST124TC103,2019-01-22,f,1
20347,TNST124TC103,2019-02-12,f,21
20348,TNST124TC103,2019-02-21,f,9
20349,TNST124TC103,2019-02-27,f,6
20350,TNST124TC103,2019-03-29,f,3
20351,TNST124TC103,2019-06-12,f,75
20352,TNST124TC103,2019-06-28,f,16
20353,TNST124TC103,2019-07-21,f,23
20354,TNST124TC103,2019-08-22,f,32
20355,TNST124TC103,2019-08-22,f,0
20356,TNST124TC103,2019-08-27,f,5
20357,TNST124TC103,2019-10-07,f,41
20358,TNST124TC103,2019-12-19,f,73
20359,TNST124TC1033,2019-07-10,f,252
20360,TNST124TC1036,2019-09-01,f,2573
20361,TNST124TC104,2012-04-11,f,34
20362,TNST124TC104,2012-07-15,f,95
20363,TNST124TC104,2012-08-26,f,11
20364,TNST124TC104,2012-09-14,f,19
20365,TNST124TC104,2013-03-11,f,178
20366,TNST124TC104,2013-07-14,f,125
20367,TNST124TC104,2013-09-03,f,51
20368,TNST124TC104,2013-09-12,f,9
20369,TNST124TC104,2014-02-12,f,153
20370,TNST124TC104,2014-03-21,f,37
20371,TNST124TC104,2014-09-17,f,18
20372,TNST124TC104,2015-02-20,f,156
20373,TNST124TC104,2015-05-19,f,88
20374,TNST124TC104,2015-05-19,f,0
20375,TNST124TC104,2015-10-09,f,143
20376,TNST124TC104,2016-10-16,f,373
20377,TNST124TC1041,2019-04-17,f,2436
20378,TNST124TC1045,2019-09-15,f,2587
20379,TNST124TC105,2012-12-26,f,133
20380,TNST124TC105,2014-07-26,f,577
20381,TNST124TC105,2015-08-18,f,388
20382,TNST124TC105,2017-04-07,f,598
20383,TNST124TC105,2019-02-26,f,69
20384,TNST124TC106,2013-03-01,f,198
20385,TNST124TC106,2013-07-19,f,14
20386,TNST124TC106,2014-04-23,f,278
20387,TNST124TC106,2014-07-31,f,99
20388,TNST124TC106,2015-09-15,f,411
20389,TNST124TC106,2016-11-13,f,425
20390,TNST124TC106,2018-04-06,f,509
20391,TNST124TC106,2018-05-21,f,45
20392,TNST124TC106,2019-10-06,f,503
20393,TNST124TC106,2019-12-02,f,57
20394,TNST124TC106,2019-12-11,f,9
20395,TNST124TC106,2019-12-11,f,0
20396,TNST124TC1061,2019-07-15,f,2525
20397,TNST124TC1061,2019-10-28,f,105
20398,TNST124TC1061,2019-10-28,f,0
20399,TNST124TC1078,2019-11-12,f,2645
20400,TNST124TC111,2014-12-04,f,841
20401,TNST124TC111,2015-08-10,f,249
20402,TNST124TC111,2015-10-13,f,64
20403,TNST124TC111,2016-05-19,f,219
20404,TNST124TC111,2016-08-27,f,1
20405,TNST124TC111,2017-04-05,f,221
20406,TNST124TC111,2017-07-22,f,108
20407,TNST124TC111,2017-10-24,f,94
20408,TNST124TC111,2017-11-14,f,21
20409,TNST124TC111,2018-07-01,f,229
20410,TNST124TC111,2018-10-10,f,101
20411,TNST124TC111,2019-05-29,f,231
20412,TNST124TC111,2019-09-26,f,12
20413,TNST124TC113,2012-02-28,f,11
20414,TNST124TC113,2012-06-14,f,107
20415,TNST124TC113,2012-07-22,f,38
20416,TNST124TC113,2012-08-03,f,12
20417,TNST124TC113,2012-08-15,f,0
20418,TNST124TC113,2012-08-16,f,1
20419,TNST124TC113,2012-10-01,f,46
20420,TNST124TC113,2012-11-20,f,5
20421,TNST124TC113,2012-12-07,f,17
20422,TNST124TC113,2013-01-02,f,26
20423,TNST124TC113,2013-01-15,f,13
20424,TNST124TC113,2013-03-04,f,48
20425,TNST124TC113,2013-03-26,f,22
20426,TNST124TC113,2013-05-01,f,36
20427,TNST124TC113,2013-05-15,f,14
20428,TNST124TC113,2013-07-31,f,77
20429,TNST124TC113,2013-08-18,f,18
20430,TNST124TC113,2013-10-15,f,58
20431,TNST124TC113,2013-12-25,f,71
20432,TNST124TC113,2014-01-03,f,9
20433,TNST124TC113,2014-02-07,f,35
20434,TNST124TC113,2014-02-11,f,4
20435,TNST124TC113,2014-02-22,f,11
20436,TNST124TC113,2014-02-27,f,5
20437,TNST124TC113,2014-02-27,f,0
20438,TNST124TC113,2014-04-23,f,55
20439,TNST124TC113,2014-04-23,f,0
20440,TNST124TC113,2014-04-27,f,4
20441,TNST124TC113,2014-05-15,f,18
20442,TNST124TC113,2014-05-16,f,1
20443,TNST124TC113,2014-09-15,f,122
20444,TNST124TC113,2014-10-05,f,2
20445,TNST124TC113,2014-10-11,f,6
20446,TNST124TC113,2014-11-03,f,23
20447,TNST124TC113,2015-03-18,f,135
20448,TNST124TC113,2015-03-31,f,13
20449,TNST124TC113,2015-04-16,f,16
20450,TNST124TC113,2015-04-29,f,13
20451,TNST124TC113,2015-08-02,f,95
20452,TNST124TC113,2015-11-03,f,93
20453,TNST124TC113,2016-03-06,f,124
20454,TNST124TC113,2016-07-16,f,132
20455,TNST124TC113,2016-10-23,f,99
20456,TNST124TC113,2016-11-13,f,21
20457,TNST124TC113,2016-11-21,f,8
20458,TNST124TC113,2016-12-17,f,26
20459,TNST124TC113,2017-08-13,f,239
20460,TNST124TC113,2017-08-15,f,2
20461,TNST124TC113,2017-08-23,f,8
20462,TNST124TC113,2017-11-26,f,95
20463,TNST124TC113,2017-12-18,f,22
20464,TNST124TC113,2018-04-16,f,119
20465,TNST124TC113,2018-05-01,f,15
20466,TNST124TC113,2018-05-26,f,25
20467,TNST124TC113,2018-09-13,f,11
20468,TNST124TC113,2018-11-12,f,6
20469,TNST124TC113,2019-11-29,f,382
20470,TNST124TC114,2012-06-15,f,97
20471,TNST124TC114,2013-09-20,f,401
20472,TNST124TC114,2014-07-22,f,305
20473,TNST124TC114,2014-08-03,f,12
20474,TNST124TC114,2014-08-07,f,4
20475,TNST124TC114,2014-11-11,f,96
20476,TNST124TC114,2014-11-29,f,18
20477,TNST124TC114,2017-03-04,f,826
20478,TNST124TC114,2017-07-28,f,146
20479,TNST124TC114,2017-09-09,f,43
20480,TNST124TC114,2018-03-17,f,189
20481,TNST124TC114,2019-09-27,f,559
20482,TNST124TC115,2014-02-14,f,548
20483,TNST124TC115,2014-02-15,f,1
20484,TNST124TC115,2014-08-04,f,17
20485,TNST124TC115,2019-05-29,f,1759
20486,TNST124TC115,2019-08-28,f,91
20487,TNST124TC115,2019-12-09,f,103
20488,TNST124TC1153,2019-02-11,f,2371
20489,TNST124TC116,2013-12-01,f,473
20490,TNST124TC116,2019-04-16,f,1962
20491,TNST124TC118,2013-02-08,f,177
20492,TNST124TC118,2013-05-30,f,111
20493,TNST124TC118,2013-05-31,f,1
20494,TNST124TC118,2018-04-07,f,1772
20495,TNST124TC118,2018-10-02,f,178
20496,TNST124TC119,2013-09-17,f,398
20497,TNST124TC119,2013-12-06,f,8
20498,TNST124TC120,2014-06-16,f,67
20499,TNST124TC120,2014-12-11,f,178
20500,TNST124TC120,2015-02-01,f,52
20501,TNST124TC120,2016-03-13,f,406
20502,TNST124TC120,2017-03-01,f,353
20503,TNST124TC122,2015-10-13,f,1154
20504,TNST124TC123,2012-06-07,f,75
20505,TNST124TC123,2012-12-14,f,121
20506,TNST124TC123,2013-02-26,f,74
20507,TNST124TC123,2014-02-11,f,35
20508,TNST124TC123,2014-10-14,f,245
20509,TNST124TC123,2014-10-17,f,3
20510,TNST124TC123,2014-11-03,f,17
20511,TNST124TC123,2015-06-17,f,226
20512,TNST124TC123,2015-08-12,f,56
20513,TNST124TC123,2015-08-18,f,6
20514,TNST124TC123,2015-10-23,f,66
20515,TNST124TC123,2015-11-03,f,11
20516,TNST124TC123,2015-12-02,f,29
20517,TNST124TC123,2016-02-15,f,75
20518,TNST124TC123,2016-04-09,f,54
20519,TNST124TC123,2016-10-30,f,204
20520,TNST124TC123,2017-03-03,f,124
20521,TNST124TC123,2017-04-06,f,34
20522,TNST124TC123,2017-05-17,f,41
20523,TNST124TC123,2017-05-22,f,5
20524,TNST124TC123,2017-08-12,f,82
20525,TNST124TC123,2017-08-17,f,5
20526,TNST124TC123,2018-02-22,f,189
20527,TNST124TC123,2018-04-07,f,44
20528,TNST124TC123,2018-05-12,f,35
20529,TNST124TC123,2018-06-23,f,42
20530,TNST124TC123,2018-07-12,f,19
20531,TNST124TC123,2018-09-25,f,75
20532,TNST124TC123,2019-02-18,f,146
20533,TNST124TC123,2019-06-25,f,127
20534,TNST124TC123,2019-09-05,f,72
20535,TNST124TC123,2019-10-26,f,51
20536,TNST124TC125,2012-02-24,f,9
20537,TNST124TC125,2012-03-12,f,17
20538,TNST124TC125,2012-04-19,f,38
20539,TNST124TC125,2012-05-22,f,33
20540,TNST124TC125,2012-06-03,f,12
20541,TNST124TC125,2012-07-01,f,28
20542,TNST124TC125,2012-07-01,f,0
20543,TNST124TC125,2012-09-10,f,26
20544,TNST124TC125,2012-10-07,f,27
20545,TNST124TC125,2012-10-17,f,1
20546,TNST124TC125,2012-10-19,f,2
20547,TNST124TC125,2012-11-10,f,22
20548,TNST124TC125,2012-12-25,f,45
20549,TNST124TC125,2013-07-11,f,198
20550,TNST124TC125,2013-08-25,f,45
20551,TNST124TC125,2013-10-01,f,37
20552,TNST124TC125,2013-10-01,f,0
20553,TNST124TC125,2013-12-10,f,7
20554,TNST124TC125,2014-11-08,f,333
20555,TNST124TC125,2014-12-31,f,53
20556,TNST124TC125,2016-01-06,f,371
20557,TNST124TC125,2017-06-30,f,541
20558,TNST124TC125,2017-08-22,f,53
20559,TNST124TC126,2014-01-03,f,506
20560,TNST124TC126,2014-01-06,f,3
20561,TNST124TC126,2014-07-12,f,187
20562,TNST124TC126,2017-12-11,f,1248
20563,TNST124TC126,2019-06-14,f,55
20564,TNST124TC126,2019-06-14,f,0
20565,TNST124TC126,2019-09-16,f,94
20566,TNST124TC127,2014-02-20,f,554
20567,TNST124TC127,2014-07-10,f,14
20568,TNST124TC127,2014-07-22,f,12
20569,TNST124TC127,2014-09-26,f,66
20570,TNST124TC127,2014-10-21,f,25
20571,TNST124TC127,2014-11-08,f,18
20572,TNST124TC127,2015-01-17,f,7
20573,TNST124TC127,2015-02-08,f,22
20574,TNST124TC127,2015-03-08,f,28
20575,TNST124TC127,2015-07-19,f,133
20576,TNST124TC127,2015-07-29,f,1
20577,TNST124TC127,2015-09-17,f,5
20578,TNST124TC129,2013-03-19,f,216
20579,TNST124TC129,2014-06-26,f,464
20580,TNST124TC129,2016-01-30,f,583
20581,TNST124TC129,2016-06-15,f,137
20582,TNST124TC129,2018-07-26,f,771
20583,TNST124TC129,2019-09-01,f,402
20584,TNST124TC131,2017-01-13,f,1612
20585,TNST124TC132,2013-02-04,f,173
20586,TNST124TC132,2013-03-04,f,28
20587,TNST124TC132,2013-07-08,f,126
20588,TNST124TC133,2015-01-22,f,89
20589,TNST124TC133,2015-11-27,f,309
20590,TNST124TC133,2015-11-27,f,0
20591,TNST124TC133,2016-01-25,f,59
20592,TNST124TC134,2013-01-22,f,16
20593,TNST124TC134,2013-12-12,f,324
20594,TNST124TC134,2014-02-14,f,64
20595,TNST124TC134,2014-04-23,f,68
20596,TNST124TC134,2015-05-04,f,376
20597,TNST124TC134,2016-03-15,f,316
20598,TNST124TC134,2016-04-12,f,28
20599,TNST124TC134,2016-05-09,f,27
