,TC,date,lbl,datedelta
34597,TNST144TC101,2019-08-10,f,18
34598,TNST144TC101,2019-09-10,f,31
34599,TNST144TC101,2019-09-19,f,9
34600,TNST144TC101,2019-09-19,f,0
34601,TNST144TC101,2019-10-12,f,23
34602,TNST144TC101,2019-11-18,f,37
34603,TNST144TC101,2019-11-21,f,3
34604,TNST144TC102,2014-05-26,f,496
34605,TNST144TC102,2017-06-18,f,1119
34606,TNST144TC102,2017-11-27,f,162
34607,TNST144TC102,2018-05-17,f,171
34608,TNST144TC102,2019-05-18,f,366
34609,TNST144TC103,2013-01-18,f,3
34610,TNST144TC103,2013-01-18,f,0
34611,TNST144TC103,2013-01-19,f,1
34612,TNST144TC103,2013-04-10,f,81
34613,TNST144TC103,2013-06-16,f,67
34614,TNST144TC103,2013-09-23,f,99
34615,TNST144TC103,2013-10-13,f,2
34616,TNST144TC103,2014-04-04,f,173
34617,TNST144TC103,2014-04-16,f,12
34618,TNST144TC103,2014-09-01,f,138
34619,TNST144TC103,2014-10-29,f,58
34620,TNST144TC103,2015-01-15,f,78
34621,TNST144TC103,2015-06-13,f,149
34622,TNST144TC103,2015-06-17,f,4
34623,TNST144TC103,2015-06-26,f,9
34624,TNST144TC103,2015-07-13,f,17
34625,TNST144TC103,2016-01-28,f,199
34626,TNST144TC103,2016-02-03,f,6
34627,TNST144TC103,2016-06-10,f,128
34628,TNST144TC103,2016-10-21,f,133
34629,TNST144TC103,2016-10-30,f,9
34630,TNST144TC103,2016-12-23,f,54
34631,TNST144TC103,2017-02-05,f,44
34632,TNST144TC103,2017-02-22,f,17
34633,TNST144TC103,2017-03-13,f,19
34634,TNST144TC103,2017-09-19,f,19
34635,TNST144TC103,2018-06-03,f,257
34636,TNST144TC103,2018-08-09,f,67
34637,TNST144TC103,2019-07-10,f,335
34638,TNST144TC103,2019-11-25,f,138
34639,TNST144TC104,2013-01-15,f,0
34640,TNST144TC104,2013-01-16,f,1
34641,TNST144TC104,2013-01-20,f,4
34642,TNST144TC104,2013-01-30,f,1
34643,TNST144TC104,2013-07-26,f,177
34644,TNST144TC104,2013-08-10,f,15
34645,TNST144TC104,2013-11-01,f,83
34646,TNST144TC104,2014-01-28,f,88
34647,TNST144TC104,2016-09-25,f,971
34648,TNST144TC104,2016-11-02,f,38
34649,TNST144TC1041,2019-02-21,f,2228
34650,TNST144TC105,2013-06-15,f,151
34651,TNST144TC105,2015-08-23,f,799
34652,TNST144TC105,2016-04-08,f,229
34653,TNST144TC105,2016-05-17,f,39
34654,TNST144TC105,2016-05-27,f,1
34655,TNST144TC105,2016-08-03,f,68
34656,TNST144TC105,2017-05-02,f,272
34657,TNST144TC105,2017-10-19,f,17
34658,TNST144TC105,2018-08-05,f,29
34659,TNST144TC105,2018-09-24,f,5
34660,TNST144TC108,2013-05-03,f,108
34661,TNST144TC108,2015-01-20,f,627
34662,TNST144TC111,2013-05-28,f,133
34663,TNST144TC111,2014-07-31,f,429
34664,TNST144TC111,2014-08-25,f,25
34665,TNST144TC111,2015-03-14,f,201
34666,TNST144TC111,2015-06-30,f,108
34667,TNST144TC111,2017-09-29,f,822
34668,TNST144TC111,2018-03-05,f,157
34669,TNST144TC111,2018-03-28,f,23
34670,TNST144TC111,2018-04-18,f,21
34671,TNST144TC113,2012-08-16,f,97
34672,TNST144TC113,2012-10-28,f,73
34673,TNST144TC113,2012-12-07,f,4
34674,TNST144TC113,2013-07-11,f,177
34675,TNST144TC113,2013-07-19,f,8
34676,TNST144TC113,2013-09-10,f,53
34677,TNST144TC113,2013-10-12,f,32
34678,TNST144TC113,2013-10-13,f,1
34679,TNST144TC113,2013-10-13,f,0
34680,TNST144TC113,2013-10-16,f,3
34681,TNST144TC113,2013-11-08,f,23
34682,TNST144TC113,2013-11-24,f,16
34683,TNST144TC113,2013-11-26,f,2
34684,TNST144TC113,2013-12-14,f,18
34685,TNST144TC113,2013-12-14,f,0
34686,TNST144TC113,2013-12-17,f,3
34687,TNST144TC113,2014-01-16,f,3
34688,TNST144TC113,2014-01-22,f,6
34689,TNST144TC113,2014-02-22,f,31
34690,TNST144TC113,2014-03-10,f,16
34691,TNST144TC113,2014-03-21,f,11
34692,TNST144TC113,2014-04-03,f,13
34693,TNST144TC113,2014-04-22,f,19
34694,TNST144TC113,2014-05-11,f,19
34695,TNST144TC113,2014-05-29,f,18
34696,TNST144TC113,2014-08-03,f,66
34697,TNST144TC113,2014-08-26,f,23
34698,TNST144TC113,2014-10-06,f,41
34699,TNST144TC113,2014-10-19,f,13
34700,TNST144TC113,2014-11-11,f,23
34701,TNST144TC113,2014-11-15,f,4
34702,TNST144TC113,2014-12-02,f,17
34703,TNST144TC113,2015-03-28,f,116
34704,TNST144TC113,2015-03-29,f,1
34705,TNST144TC113,2015-05-06,f,38
34706,TNST144TC113,2015-07-17,f,72
34707,TNST144TC113,2015-08-12,f,26
34708,TNST144TC113,2015-09-25,f,44
34709,TNST144TC113,2015-10-11,f,16
34710,TNST144TC113,2015-10-13,f,2
34711,TNST144TC113,2015-10-25,f,12
34712,TNST144TC113,2015-10-28,f,3
34713,TNST144TC113,2015-12-22,f,55
34714,TNST144TC113,2016-01-01,f,1
34715,TNST144TC113,2016-01-06,f,5
34716,TNST144TC113,2016-01-09,f,3
34717,TNST144TC113,2016-01-16,f,7
34718,TNST144TC113,2016-01-19,f,3
34719,TNST144TC113,2016-02-02,f,14
34720,TNST144TC113,2016-02-27,f,25
34721,TNST144TC113,2016-05-17,f,8
34722,TNST144TC113,2016-06-02,f,16
34723,TNST144TC113,2016-06-09,f,7
34724,TNST144TC113,2016-08-31,f,83
34725,TNST144TC113,2016-09-02,f,2
34726,TNST144TC113,2016-09-02,f,0
34727,TNST144TC113,2016-11-07,f,66
34728,TNST144TC113,2016-12-12,f,35
34729,TNST144TC113,2017-03-21,f,99
34730,TNST144TC113,2017-04-20,f,3
34731,TNST144TC113,2017-05-16,f,26
34732,TNST144TC113,2017-08-15,f,91
34733,TNST144TC113,2017-08-20,f,5
34734,TNST144TC113,2018-01-06,f,139
34735,TNST144TC113,2018-02-19,f,44
34736,TNST144TC113,2018-10-18,f,241
34737,TNST144TC113,2019-01-10,f,84
34738,TNST144TC113,2019-07-16,f,187
34739,TNST144TC113,2019-07-26,f,1
34740,TNST144TC113,2019-07-29,f,3
34741,TNST144TC113,2019-10-01,f,64
34742,TNST144TC114,2013-03-10,f,54
34743,TNST144TC114,2013-09-10,f,184
34744,TNST144TC114,2013-09-23,f,13
34745,TNST144TC114,2013-11-30,f,68
34746,TNST144TC114,2014-04-24,f,145
34747,TNST144TC114,2014-05-13,f,19
34748,TNST144TC114,2014-06-01,f,19
34749,TNST144TC114,2014-12-01,f,183
34750,TNST144TC114,2015-02-08,f,69
34751,TNST144TC114,2016-05-06,f,453
34752,TNST144TC114,2016-06-02,f,27
34753,TNST144TC114,2016-09-12,f,102
34754,TNST144TC114,2017-01-25,f,135
34755,TNST144TC114,2017-05-18,f,113
34756,TNST144TC114,2017-06-21,f,34
34757,TNST144TC114,2017-06-23,f,2
34758,TNST144TC114,2017-06-24,f,1
34759,TNST144TC114,2017-08-06,f,43
34760,TNST144TC115,2012-09-20,f,213
34761,TNST144TC115,2012-10-30,f,4
34762,TNST144TC115,2013-03-11,f,55
34763,TNST144TC115,2013-03-23,f,12
34764,TNST144TC115,2013-06-11,f,8
34765,TNST144TC115,2013-12-11,f,183
34766,TNST144TC115,2013-12-18,f,7
34767,TNST144TC115,2013-12-24,f,6
34768,TNST144TC115,2013-12-28,f,4
34769,TNST144TC115,2014-09-26,f,272
34770,TNST144TC115,2014-10-25,f,29
34771,TNST144TC116,2014-10-30,f,653
34772,TNST144TC116,2015-09-19,f,324
34773,TNST144TC116,2017-05-16,f,605
34774,TNST144TC116,2018-03-28,f,316
34775,TNST144TC118,2014-04-08,f,448
34776,TNST144TC118,2018-12-14,f,1711
34777,TNST144TC119,2014-01-12,f,362
34778,TNST144TC119,2014-09-30,f,261
34779,TNST144TC119,2014-09-30,f,0
34780,TNST144TC119,2019-05-18,f,1691
34781,TNST144TC119,2019-08-28,f,102
34782,TNST144TC120,2015-04-09,f,814
34783,TNST144TC120,2016-02-12,f,309
34784,TNST144TC120,2016-10-15,f,246
34785,TNST144TC120,2017-03-26,f,162
34786,TNST144TC121,2013-09-05,f,233
34787,TNST144TC121,2018-08-30,f,182
34788,TNST144TC123,2012-04-26,f,54
34789,TNST144TC123,2012-05-07,f,11
34790,TNST144TC123,2012-07-23,f,77
34791,TNST144TC123,2013-02-14,f,3
34792,TNST144TC123,2013-02-27,f,13
34793,TNST144TC123,2013-03-27,f,28
34794,TNST144TC123,2013-07-07,f,102
34795,TNST144TC123,2014-02-19,f,227
34796,TNST144TC123,2014-02-19,f,0
34797,TNST144TC123,2014-10-17,f,24
34798,TNST144TC123,2014-12-30,f,74
34799,TNST144TC123,2014-12-31,f,1
34800,TNST144TC123,2016-02-19,f,415
34801,TNST144TC123,2017-05-14,f,45
34802,TNST144TC123,2017-05-24,f,1
34803,TNST144TC123,2017-07-31,f,68
34804,TNST144TC123,2017-08-09,f,9
34805,TNST144TC123,2018-05-16,f,28
34806,TNST144TC123,2018-05-28,f,12
34807,TNST144TC123,2019-09-22,f,482
34808,TNST144TC124,2018-04-13,f,1914
34809,TNST144TC125,2018-09-17,f,2071
34810,TNST144TC125,2019-05-07,f,232
34811,TNST144TC125,2019-05-30,f,23
34812,TNST144TC126,2012-09-09,f,113
34813,TNST144TC126,2013-11-26,f,315
34814,TNST144TC126,2014-05-23,f,178
34815,TNST144TC127,2014-06-25,f,526
34816,TNST144TC127,2014-06-25,f,0
34817,TNST144TC127,2017-09-04,f,1167
34818,TNST144TC128,2014-03-02,f,411
34819,TNST144TC128,2014-04-15,f,44
34820,TNST144TC129,2015-11-23,f,1042
34821,TNST144TC129,2015-12-17,f,24
34822,TNST144TC129,2016-09-05,f,263
34823,TNST144TC130,2014-06-11,f,512
34824,TNST144TC130,2015-08-29,f,444
34825,TNST144TC130,2017-09-06,f,739
34826,TNST144TC130,2018-05-23,f,259
34827,TNST144TC131,2014-02-19,f,4
34828,TNST144TC132,2012-10-04,f,191
34829,TNST144TC132,2016-02-23,f,1134
34830,TNST144TC133,2015-09-18,f,976
34831,TNST144TC133,2018-09-25,f,1103
34832,TNST144TC134,2015-02-18,f,764
34833,TNST144TC134,2017-05-12,f,814
34834,TNST144TC134,2018-02-27,f,291
34835,TNST144TC134,2018-06-08,f,101
34836,TNST144TC134,2018-09-12,f,96
34837,TNST144TC134,2018-10-06,f,24
34838,TNST144TC134,2018-11-17,f,42
34839,TNST144TC134,2018-11-19,f,2
34840,TNST144TC134,2019-01-23,f,65
34841,TNST144TC134,2019-01-24,f,1
34842,TNST144TC134,2019-01-27,f,3
34843,TNST144TC134,2019-09-13,f,229
34844,TNST144TC139,2018-10-11,f,2095
34845,TNST144TC139,2019-05-28,f,229
34846,TNST144TC139,2019-05-31,f,3
34847,TNST144TC139,2019-07-24,f,54
34848,TNST144TC142,2018-10-11,f,2095
34849,TNST144TC143,2012-05-21,f,36
34850,TNST144TC143,2012-06-18,f,28
34851,TNST144TC143,2012-08-07,f,5
34852,TNST144TC143,2013-03-27,f,71
34853,TNST144TC148,2013-11-17,f,306
34854,TNST144TC148,2013-11-19,f,2
34855,TNST144TC148,2014-06-19,f,212
34856,TNST144TC148,2014-08-05,f,47
34857,TNST144TC148,2015-03-19,f,226
34858,TNST144TC148,2015-06-04,f,77
34859,TNST144TC148,2015-08-27,f,84
34860,TNST144TC148,2015-10-10,f,44
34861,TNST144TC148,2015-11-29,f,5
34862,TNST144TC148,2016-05-17,f,17
34863,TNST144TC148,2016-11-17,f,184
34864,TNST144TC148,2017-07-07,f,232
34865,TNST144TC148,2018-11-17,f,498
34866,TNST144TC148,2019-10-25,f,342
34867,TNST144TC148,2019-12-10,f,46
34868,TNST144TC148,2019-12-22,f,12
34869,TNST144TC149,2013-04-02,f,77
34870,TNST144TC149,2013-05-14,f,42
34871,TNST144TC149,2013-07-30,f,77
34872,TNST144TC149,2016-10-03,f,1161
34873,TNST144TC149,2018-01-10,f,464
34874,TNST144TC150,2013-10-30,f,288
34875,TNST144TC150,2013-11-21,f,22
34876,TNST144TC153,2013-07-18,f,184
34877,TNST144TC153,2014-06-03,f,32
34878,TNST144TC153,2014-06-19,f,16
34879,TNST144TC153,2014-09-24,f,97
34880,TNST144TC153,2014-09-25,f,1
34881,TNST144TC153,2014-12-12,f,78
34882,TNST144TC153,2018-03-11,f,1185
34883,TNST144TC153,2018-04-09,f,29
34884,TNST144TC153,2018-08-05,f,118
34885,TNST144TC153,2018-11-13,f,1
34886,TNST144TC153,2019-06-29,f,228
34887,TNST144TC155,2013-08-05,f,202
34888,TNST144TC155,2015-09-18,f,774
34889,TNST144TC155,2016-05-25,f,25
34890,TNST144TC155,2017-09-20,f,483
34891,TNST144TC155,2019-03-27,f,553
34892,TNST144TC157,2013-04-07,f,82
34893,TNST144TC157,2013-06-15,f,69
34894,TNST144TC157,2014-02-17,f,247
34895,TNST144TC157,2014-03-12,f,23
34896,TNST144TC157,2014-09-05,f,177
34897,TNST144TC157,2015-01-05,f,122
34898,TNST144TC157,2015-04-28,f,113
34899,TNST144TC157,2015-04-28,f,0
34900,TNST144TC157,2015-05-05,f,7
34901,TNST144TC157,2015-06-02,f,28
34902,TNST144TC157,2015-06-26,f,24
34903,TNST144TC157,2015-08-09,f,44
34904,TNST144TC157,2015-08-09,f,0
34905,TNST144TC157,2015-09-16,f,38
34906,TNST144TC157,2015-10-11,f,25
34907,TNST144TC157,2015-12-05,f,55
34908,TNST144TC157,2016-06-08,f,186
34909,TNST144TC157,2016-06-17,f,9
34910,TNST144TC157,2017-10-18,f,488
34911,TNST144TC157,2018-02-20,f,125
34912,TNST144TC157,2018-09-09,f,201
34913,TNST144TC157,2018-09-24,f,15
34914,TNST144TC157,2019-07-01,f,28
34915,TNST144TC158,2012-01-15,f,11
34916,TNST144TC158,2012-04-03,f,79
34917,TNST144TC158,2012-11-19,f,23
34918,TNST144TC158,2012-12-02,f,13
34919,TNST144TC158,2016-08-27,f,132
34920,TNST144TC159,2015-02-18,f,764
34921,TNST144TC163,2013-01-19,f,4
34922,TNST144TC163,2016-02-25,f,1132
34923,TNST144TC163,2016-12-02,f,281
34924,TNST144TC164,2013-01-17,f,2
34925,TNST144TC164,2013-02-02,f,16
34926,TNST144TC164,2013-03-20,f,46
34927,TNST144TC164,2013-03-24,f,4
34928,TNST144TC164,2013-10-26,f,216
34929,TNST144TC165,2019-05-18,f,2314
34930,TNST144TC166,2014-01-12,f,362
34931,TNST144TC166,2014-02-13,f,32
34932,TNST144TC166,2014-12-30,f,32
34933,TNST144TC166,2015-03-01,f,61
34934,TNST144TC166,2015-10-01,f,214
34935,TNST144TC166,2016-07-17,f,29
34936,TNST144TC166,2016-07-25,f,8
34937,TNST144TC166,2016-09-25,f,62
34938,TNST144TC166,2018-02-03,f,496
34939,TNST144TC170,2013-11-12,f,301
34940,TNST144TC171,2013-06-10,f,146
34941,TNST144TC174,2013-09-27,f,255
34942,TNST144TC174,2014-09-26,f,364
34943,TNST144TC174,2016-07-28,f,671
34944,TNST144TC174,2016-09-14,f,48
34945,TNST144TC174,2017-01-09,f,117
34946,TNST144TC174,2017-08-30,f,233
34947,TNST144TC179,2013-01-17,f,2
34948,TNST144TC179,2016-09-12,f,1334
34949,TNST144TC179,2018-10-18,f,766
34950,TNST144TC180,2014-03-26,f,435
34951,TNST144TC180,2015-09-18,f,541
34952,TNST144TC180,2016-04-13,f,208
34953,TNST144TC180,2018-02-22,f,68
34954,TNST144TC181,2013-08-12,f,209
34955,TNST144TC181,2015-07-24,f,711
34956,TNST144TC181,2016-09-13,f,417
34957,TNST144TC182,2017-09-30,f,1719
34958,TNST144TC185,2017-03-11,f,1516
34959,TNST144TC185,2018-01-15,f,31
34960,TNST144TC185,2018-10-09,f,267
34961,TNST144TC188,2014-07-02,f,533
34962,TNST144TC188,2015-07-15,f,378
34963,TNST144TC188,2017-06-11,f,697
34964,TNST144TC188,2018-08-11,f,426
34965,TNST144TC188,2018-10-15,f,65
34966,TNST144TC188,2019-02-21,f,129
34967,TNST144TC189,2013-12-20,f,339
34968,TNST144TC189,2013-12-29,f,9
34969,TNST144TC189,2014-01-12,f,14
34970,TNST144TC189,2014-02-09,f,28
34971,TNST144TC189,2014-09-05,f,208
34972,TNST144TC189,2014-09-30,f,25
34973,TNST144TC189,2016-02-18,f,506
34974,TNST144TC189,2019-05-10,f,1177
34975,TNST144TC189,2019-10-19,f,162
34976,TNST144TC192,2014-11-30,f,684
34977,TNST144TC193,2019-05-24,f,232
34978,TNST144TC194,2014-07-28,f,559
34979,TNST144TC200,2017-05-26,f,1592
34980,TNST144TC200,2017-11-04,f,162
34981,TNST144TC200,2017-11-12,f,8
34982,TNST144TC200,2017-12-21,f,39
34983,TNST144TC200,2019-07-23,f,579
34984,TNST144TC200,2019-07-24,f,1
34985,TNST144TC200,2019-09-25,f,63
34986,TNST144TC201,2014-07-06,f,537
34987,TNST144TC201,2014-09-22,f,78
34988,TNST144TC201,2014-12-30,f,99
34989,TNST144TC201,2018-09-29,f,1369
34990,TNST144TC203,2014-05-24,f,494
34991,TNST144TC203,2019-05-18,f,182
34992,TNST144TC203,2019-08-28,f,102
34993,TNST144TC203,2019-10-19,f,52
34994,TNST144TC209,2014-04-23,f,463
34995,TNST144TC209,2015-01-15,f,267
34996,TNST144TC211,2013-03-07,f,51
34997,TNST144TC211,2013-09-13,f,19
34998,TNST144TC211,2013-10-18,f,35
34999,TNST144TC211,2016-05-17,f,942
35000,TNST144TC211,2017-05-26,f,374
35001,TNST144TC211,2017-05-30,f,4
35002,TNST144TC211,2017-10-01,f,124
35003,TNST144TC211,2017-11-18,f,48
35004,TNST144TC211,2017-12-01,f,13
35005,TNST144TC211,2018-05-13,f,163
35006,TNST144TC212,2014-12-17,f,701
35007,TNST144TC212,2014-12-18,f,1
35008,TNST144TC212,2017-01-20,f,764
35009,TNST144TC213,2013-10-25,f,283
35010,TNST144TC213,2018-04-08,f,1626
35011,TNST144TC220,2016-06-06,f,1238
35012,TNST144TC220,2017-05-02,f,33
35013,TNST144TC220,2019-05-29,f,757
35014,TNST144TC221,2015-08-28,f,955
35015,TNST144TC221,2016-06-07,f,284
35016,TNST144TC221,2019-05-18,f,1075
35017,TNST144TC225,2014-02-02,f,383
35018,TNST144TC225,2015-03-28,f,419
35019,TNST144TC225,2018-05-16,f,1145
35020,TNST144TC225,2019-05-24,f,373
35021,TNST144TC231,2013-01-26,f,11
35022,TNST144TC231,2019-01-13,f,2178
35023,TNST144TC232,2017-02-26,f,1503
35024,TNST144TC235,2016-02-13,f,1124
35025,TNST144TC237,2016-09-19,f,1343
35026,TNST144TC239,2013-07-25,f,191
35027,TNST144TC239,2014-07-23,f,363
35028,TNST144TC239,2014-08-11,f,19
35029,TNST144TC240,2018-10-17,f,2101
35030,TNST144TC246,2018-03-23,f,1893
35031,TNST144TC247,2014-12-01,f,685
35032,TNST144TC248,2017-05-02,f,1568
35033,TNST144TC250,2013-03-12,f,56
35034,TNST144TC250,2013-03-12,f,0
35035,TNST144TC250,2013-10-15,f,217
35036,TNST144TC252,2015-06-09,f,875
35037,TNST144TC252,2015-11-09,f,153
35038,TNST144TC255,2016-09-02,f,1326
35039,TNST144TC256,2014-02-16,f,397
35040,TNST144TC258,2013-12-16,f,335
35041,TNST144TC261,2013-12-21,f,34
35042,TNST144TC270,2013-02-04,f,2
35043,TNST144TC270,2013-06-16,f,132
35044,TNST144TC270,2015-06-04,f,718
35045,TNST144TC270,2015-11-23,f,172
35046,TNST144TC270,2018-06-12,f,932
35047,TNST144TC270,2018-10-10,f,12
35048,TNST144TC276,2013-05-12,f,117
35049,TNST144TC284,2017-02-14,f,1491
35050,TNST144TC284,2018-12-04,f,658
35051,TNST144TC287,2014-01-15,f,365
35052,TNST144TC288,2017-06-16,f,1613
35053,TNST144TC290,2016-05-25,f,1226
35054,TNST144TC290,2016-05-25,f,0
35055,TNST144TC291,2017-09-03,f,1692
35056,TNST144TC293,2013-11-29,f,318
35057,TNST144TC295,2019-09-19,f,2438
35058,TNST144TC295,2019-12-20,f,92
35059,TNST144TC296,2013-09-27,f,255
35060,TNST144TC301,2017-09-01,f,169
35061,TNST144TC302,2016-06-09,f,1241
35062,TNST144TC303,2015-07-12,f,908
35063,TNST144TC310,2015-07-14,f,91
35064,TNST144TC311,2017-10-18,f,1737
35065,TNST144TC315,2017-07-14,f,1641
35066,TNST144TC318,2013-04-08,f,83
35067,TNST144TC318,2013-12-13,f,249
35068,TNST144TC319,2013-02-22,f,38
35069,TNST144TC334,2013-10-15,f,273
35070,TNST144TC334,2013-10-22,f,7
35071,TNST144TC334,2018-01-13,f,1544
35072,TNST144TC335,2014-01-22,f,372
35073,TNST144TC337,2018-01-27,f,1838
35074,TNST144TC340,2012-11-03,f,92
35075,TNST144TC340,2018-02-15,f,1857
35076,TNST144TC340,2018-07-08,f,143
35077,TNST144TC340,2018-08-19,f,42
35078,TNST144TC340,2018-09-03,f,15
35079,TNST144TC345,2016-07-06,f,1268
35080,TNST144TC346,2014-03-05,f,414
35081,TNST144TC346,2014-08-04,f,152
35082,TNST144TC349,2017-06-10,f,1607
35083,TNST144TC359,2017-10-01,f,172
35084,TNST144TC359,2019-09-21,f,72
35085,TNST144TC359,2019-10-25,f,34
35086,TNST144TC362,2015-03-18,f,792
35087,TNST144TC362,2015-06-15,f,89
35088,TNST144TC362,2015-06-20,f,5
35089,TNST144TC362,2015-07-07,f,17
35090,TNST144TC362,2015-07-13,f,6
35091,TNST144TC362,2015-07-30,f,17
35092,TNST144TC365,2014-01-21,f,371
35093,TNST144TC365,2014-10-01,f,253
35094,TNST144TC372,2015-04-08,f,813
35095,TNST144TC372,2016-04-02,f,36
35096,TNST144TC375,2015-09-04,f,962
35097,TNST144TC376,2014-04-08,f,448
35098,TNST144TC376,2015-03-19,f,345
35099,TNST144TC376,2018-12-08,f,136
35100,TNST144TC382,2014-05-14,f,484
35101,TNST144TC382,2018-07-06,f,1514
35102,TNST144TC382,2019-09-02,f,423
35103,TNST144TC389,2012-11-26,f,201
35104,TNST144TC391,2019-03-02,f,2237
35105,TNST144TC402,2015-05-10,f,845
35106,TNST144TC408,2018-06-12,f,1974
35107,TNST144TC413,2013-05-29,f,134
35108,TNST144TC419,2014-05-24,f,494
35109,TNST144TC451,2013-06-02,f,138
35110,TNST144TC458,2014-11-18,f,672
35111,TNST144TC480,2013-07-26,f,192
35112,TNST144TC483,2017-01-10,f,1456
35113,TNST144TC483,2017-04-10,f,9
35114,TNST144TC484,2013-11-28,f,317
35115,TNST144TC499,2019-02-07,f,2214
35116,TNST144TC501,2013-09-27,f,255
35117,TNST144TC505,2014-01-02,f,352
35118,TNST144TC513,2015-09-20,f,978
35119,TNST144TC513,2018-06-04,f,988
35120,TNST144TC532,2014-09-12,f,546
35121,TNST144TC545,2015-12-14,f,1063
35122,TNST144TC769,2019-01-20,f,2196
35123,TNST144TC922,2017-05-14,f,158
35124,TNST144TC922,2017-05-25,f,11
35125,TNST145TC101,2012-03-11,f,65
35126,TNST145TC101,2012-04-14,f,34
35127,TNST145TC101,2012-04-17,f,3
35128,TNST145TC101,2012-04-17,f,0
35129,TNST145TC101,2012-04-29,f,12
35130,TNST145TC101,2012-04-29,f,0
35131,TNST145TC101,2012-07-04,f,66
35132,TNST145TC101,2012-07-11,f,7
35133,TNST145TC101,2012-07-23,f,12
35134,TNST145TC101,2012-08-04,f,12
35135,TNST145TC101,2012-09-04,f,31
35136,TNST145TC101,2012-10-10,f,36
35137,TNST145TC101,2012-12-04,f,55
35138,TNST145TC101,2013-05-25,f,13
35139,TNST145TC101,2013-05-29,f,4
35140,TNST145TC101,2013-06-06,f,8
35141,TNST145TC101,2013-06-18,f,12
35142,TNST145TC101,2013-07-15,f,27
35143,TNST145TC101,2013-07-19,f,4
35144,TNST145TC101,2013-07-29,f,1
35145,TNST145TC101,2013-09-05,f,38
35146,TNST145TC101,2013-09-06,f,1
35147,TNST145TC101,2013-11-09,f,64
35148,TNST145TC101,2013-11-29,f,2
35149,TNST145TC101,2014-04-06,f,128
35150,TNST145TC101,2014-04-10,f,4
35151,TNST145TC101,2014-04-22,f,12
35152,TNST145TC101,2014-06-21,f,6
35153,TNST145TC101,2014-11-11,f,143
35154,TNST145TC101,2014-11-14,f,3
35155,TNST145TC101,2014-12-19,f,35
35156,TNST145TC101,2014-12-22,f,3
35157,TNST145TC101,2015-01-05,f,14
35158,TNST145TC101,2015-02-10,f,36
35159,TNST145TC101,2016-02-02,f,357
35160,TNST145TC101,2016-03-30,f,57
35161,TNST145TC101,2016-04-14,f,15
35162,TNST145TC101,2016-05-14,f,3
35163,TNST145TC101,2016-10-17,f,156
35164,TNST145TC101,2016-11-24,f,38
35165,TNST145TC101,2016-12-20,f,26
35166,TNST145TC101,2017-01-22,f,33
35167,TNST145TC101,2017-03-06,f,43
35168,TNST145TC101,2017-03-29,f,23
35169,TNST145TC101,2017-03-31,f,2
35170,TNST145TC101,2017-04-30,f,3
35171,TNST145TC101,2017-10-11,f,164
35172,TNST145TC101,2017-10-12,f,1
35173,TNST145TC101,2017-11-04,f,23
35174,TNST145TC101,2017-12-05,f,31
35175,TNST145TC101,2018-04-03,f,119
35176,TNST145TC101,2018-04-21,f,18
35177,TNST145TC101,2018-04-22,f,1
35178,TNST145TC101,2018-05-14,f,22
35179,TNST145TC101,2018-06-09,f,26
35180,TNST145TC101,2018-06-20,f,11
35181,TNST145TC101,2018-07-16,f,26
35182,TNST145TC101,2018-09-05,f,51
35183,TNST145TC101,2018-09-06,f,1
35184,TNST145TC101,2018-10-06,f,3
35185,TNST145TC101,2018-12-05,f,6
35186,TNST145TC101,2018-12-11,f,6
35187,TNST145TC101,2019-01-05,f,25
35188,TNST145TC101,2019-02-04,f,3
35189,TNST145TC101,2019-02-21,f,17
35190,TNST145TC101,2019-02-24,f,3
35191,TNST145TC101,2019-06-20,f,116
35192,TNST145TC101,2019-07-23,f,33
35193,TNST145TC101,2019-07-25,f,2
35194,TNST145TC101,2019-09-30,f,67
35195,TNST145TC101,2019-11-13,f,44
35196,TNST145TC102,2014-12-21,f,705
35197,TNST145TC102,2015-07-14,f,205
35198,TNST145TC102,2015-11-13,f,122
35199,TNST145TC102,2016-08-20,f,281
35200,TNST145TC103,2013-02-25,f,41
35201,TNST145TC103,2013-08-21,f,177
35202,TNST145TC103,2014-12-14,f,48
35203,TNST145TC103,2015-02-24,f,72
35204,TNST145TC103,2015-06-17,f,113
35205,TNST145TC103,2017-12-05,f,902
35206,TNST145TC103,2018-07-31,f,238
35207,TNST145TC103,2019-11-10,f,467
35208,TNST145TC1033,2019-09-03,f,2422
35209,TNST145TC1039,2019-01-18,f,2194
35210,TNST145TC104,2012-04-27,f,34
35211,TNST145TC104,2012-06-10,f,44
35212,TNST145TC104,2012-06-23,f,13
35213,TNST145TC104,2012-07-09,f,16
35214,TNST145TC104,2012-07-19,f,1
35215,TNST145TC104,2012-08-29,f,41
35216,TNST145TC104,2012-12-31,f,124
35217,TNST145TC104,2013-02-25,f,41
35218,TNST145TC104,2013-03-06,f,9
35219,TNST145TC104,2013-03-23,f,17
35220,TNST145TC104,2013-03-24,f,1
35221,TNST145TC104,2013-03-26,f,2
35222,TNST145TC104,2013-04-09,f,14
35223,TNST145TC104,2013-05-17,f,38
35224,TNST145TC104,2013-05-19,f,2
35225,TNST145TC104,2013-05-19,f,0
35226,TNST145TC104,2013-06-26,f,38
35227,TNST145TC104,2013-06-29,f,3
35228,TNST145TC104,2013-08-05,f,37
35229,TNST145TC104,2013-11-24,f,111
