ObjectPartCode,TRAINSET,Fault_code,Plant section,MaintPlant,Date,Month,Year,Fdate,LABEL
TC165,TNST162,FC103,PS4,LN3,27,2,2014,27/02/14,f
TC143,TNST124,FC118,PS1,LN1,27,2,2014,27/02/14,f
TC153,TNST133,FC103,PS2,LN2,23,2,2014,23/02/14,f
TC284,TNST118,FC113,PS2,LN2,25,2,2014,25/02/14,f
TC101,TNST133,FC101,PS2,LN2,26,2,2014,26/02/14,f
TC292,TNST137,FC112,PS2,LN2,26,2,2014,26/02/14,f
TC189,TNST138,FC103,PS2,LN2,26,2,2014,26/02/14,f
TC113,TNST137,FC102,PS2,LN2,27,2,2014,27/02/14,f
TC105,TNST118,FC101,PS2,LN2,26,2,2014,26/02/14,f
TC113,TNST143,FC102,PS4,LN3,27,2,2014,27/02/14,f
TC213,TNST124,FC105,PS1,LN1,27,2,2014,27/02/14,f
TC101,TNST133,FC101,PS2,LN2,26,2,2014,26/02/14,f
#N/A,TNST129,#N/A,PS1,LN1,27,2,2014,27/02/14,f
TC134,TNST129,FC104,PS1,LN1,27,2,2014,27/02/14,f
#N/A,TNST129,#N/A,PS1,LN1,27,2,2014,27/02/14,f
TC515,TNST129,FC130,PS1,LN1,27,2,2014,27/02/14,f
#N/A,TNST129,#N/A,PS1,LN1,27,2,2014,27/02/14,f
TC355,TNST129,FC104,PS1,LN1,27,2,2014,27/02/14,f
TC212,TNST129,FC130,PS1,LN1,27,2,2014,27/02/14,f
TC134,TNST129,FC104,PS1,LN1,27,2,2014,27/02/14,f
#N/A,TNST129,#N/A,PS1,LN1,27,2,2014,27/02/14,f
TC115,TNST129,FC106,PS1,LN1,27,2,2014,27/02/14,f
TC286,TNST129,FC106,PS1,LN1,27,2,2014,27/02/14,f
TC212,TNST129,FC130,PS1,LN1,27,2,2014,27/02/14,f
TC113,TNST124,FC102,PS1,LN1,27,2,2014,27/02/14,f
#N/A,TNST113,#N/A,PS1,LN1,27,2,2014,27/02/14,f
TC123,TNST113,FC112,PS1,LN1,27,2,2014,27/02/14,f
TC211,TNST124,FC127,PS1,LN1,27,2,2014,27/02/14,f
TC113,TNST141,FC123,PS4,LN3,27,2,2014,27/02/14,f
TC104,TNST154,FC103,PS4,LN3,27,2,2014,27/02/14,f
TC101,TNST132,FC101,PS1,LN1,27,2,2014,27/02/14,f
TC104,TNST169,FC103,PS1,LN1,27,2,2014,27/02/14,f
TC113,TNST120,FC102,PS1,LN1,27,2,2014,27/02/14,f
TC514,TNST121,FC113,PS1,LN1,27,2,2014,27/02/14,f
TC101,TNST109,FC101,PS1,LN1,27,2,2014,27/02/14,f
TC277,TNST124,FC112,PS1,LN1,28,2,2014,28/02/14,f
TC174,TNST117,FC107,PS2,LN2,27,2,2014,27/02/14,f
TC101,TNST133,FC101,PS2,LN2,27,2,2014,27/02/14,f
#N/A,TNST132,#N/A,PS1,LN1,28,2,2014,28/02/14,f
TC161,TNST132,FC104,PS1,LN1,28,2,2014,28/02/14,f
TC159,TNST132,FC104,PS1,LN1,28,2,2014,28/02/14,f
TC161,TNST132,FC104,PS1,LN1,28,2,2014,28/02/14,f
TC200,TNST151,FC116,PS4,LN3,28,2,2014,28/02/14,f
TC101,TNST153,FC101,PS4,LN3,27,2,2014,27/02/14,f
#N/A,TNST111,#N/A,PS1,LN1,28,2,2014,28/02/14,f
TC159,TNST121,FC104,PS1,LN1,28,2,2014,28/02/14,f
TC104,TNST154,FC103,PS4,LN3,28,2,2014,28/02/14,f
TC272,TNST116,FC106,PS1,LN1,28,2,2014,28/02/14,f
TC101,TNST132,FC101,PS1,LN1,28,2,2014,28/02/14,f
TC225,TNST124,FC116,PS1,LN1,28,2,2014,28/02/14,f
TC120,TNST128,FC106,PS1,LN1,28,2,2014,28/02/14,f
TC113,TNST162,FC123,PS4,LN3,28,2,2014,28/02/14,f
TC101,TNST148,FC101,PS4,LN3,28,2,2014,28/02/14,f
TC114,TNST150,FC106,PS4,LN3,28,2,2014,28/02/14,f
TC224,TNST170,FC132,PS1,LN1,28,2,2014,28/02/14,f
TC101,TNST115,FC101,PS1,LN1,28,2,2014,28/02/14,f
TC189,TNST107,FC103,PS1,LN1,28,2,2014,28/02/14,f
TC101,TNST103,FC101,PS1,LN1,28,2,2014,28/02/14,f
TC240,TNST170,FC111,PS1,LN1,1,3,2014,01/03/14,f
TC104,TNST119,FC103,PS1,LN1,1,3,2014,01/03/14,f
TC105,TNST105,FC101,PS1,LN1,1,3,2014,01/03/14,f
TC203,TNST112,FC103,PS1,LN1,1,3,2014,01/03/14,f
TC104,TNST141,FC103,PS4,LN3,1,3,2014,01/03/14,f
TC101,TNST144,FC101,PS2,LN2,28,2,2014,28/02/14,f
TC134,TNST133,FC104,PS2,LN2,28,2,2014,28/02/14,f
TC157,TNST133,FC101,PS2,LN2,28,2,2014,28/02/14,f
TC324,TNST107,FC127,PS1,LN1,1,3,2014,01/03/14,f
TC268,TNST121,FC136,PS1,LN1,1,3,2014,01/03/14,f
TC159,TNST127,FC104,PS1,LN1,1,3,2014,01/03/14,f
#N/A,TNST141,#N/A,PS4,LN3,1,3,2014,01/03/14,f
TC127,TNST111,FC105,PS1,LN1,1,3,2014,01/03/14,f
TC113,TNST143,FC102,PS4,LN3,1,3,2014,01/03/14,f
TC294,TNST127,FC106,PS1,LN1,1,3,2014,01/03/14,f
TC101,TNST112,FC101,PS1,LN1,1,3,2014,01/03/14,f
TC113,TNST124,FC102,PS1,LN1,1,3,2014,01/03/14,f
TC126,TNST124,FC113,PS1,LN1,1,3,2014,01/03/14,f
TC113,TNST107,FC102,PS1,LN1,1,3,2014,01/03/14,f
TC113,TNST131,FC123,PS1,LN1,1,3,2014,01/03/14,f
#N/A,TNST155,#N/A,PS4,LN3,1,3,2014,01/03/14,f
TC166,TNST102,FC112,PS1,LN1,1,3,2014,01/03/14,f
#N/A,TNST156,#N/A,PS4,LN3,1,3,2014,01/03/14,f
TC343,TNST157,FC127,PS4,LN3,1,3,2014,01/03/14,f
TC113,TNST105,FC102,PS1,LN1,1,3,2014,01/03/14,f
TC104,TNST123,FC103,PS1,LN1,2,3,2014,02/03/14,f
TC240,TNST170,FC111,PS1,LN1,1,3,2014,01/03/14,f
TC127,TNST120,FC105,PS1,LN1,1,3,2014,01/03/14,f
TC113,TNST127,FC102,PS1,LN1,2,3,2014,02/03/14,f
TC106,TNST150,FC104,PS4,LN3,2,3,2014,02/03/14,f
TC203,TNST153,FC103,PS4,LN3,2,3,2014,02/03/14,f
TC346,TNST165,FC102,PS2,LN2,1,3,2014,01/03/14,f
TC346,TNST165,FC102,PS2,LN2,2,3,2014,02/03/14,f
TC125,TNST101,FC112,PS1,LN1,2,3,2014,02/03/14,f
TC132,TNST164,FC110,PS4,LN3,2,3,2014,02/03/14,f
TC200,TNST170,FC116,PS1,LN1,2,3,2014,02/03/14,f
TC106,TNST131,FC104,PS1,LN1,21,6,2014,21/06/14,f
TC203,TNST115,FC103,PS1,LN1,2,3,2014,02/03/14,f
TC249,TNST115,FC105,PS1,LN1,2,3,2014,02/03/14,f
TC200,TNST170,FC116,PS1,LN1,2,3,2014,02/03/14,f
TC103,TNST122,FC102,PS1,LN1,2,3,2014,02/03/14,f
TC113,TNST122,FC102,PS1,LN1,2,3,2014,02/03/14,f
TC123,TNST104,FC112,PS1,LN1,2,3,2014,02/03/14,f
TC234,TNST143,#N/A,PS4,LN3,2,3,2014,02/03/14,f
TC234,TNST159,FC134,PS4,LN3,2,3,2014,02/03/14,f
TC224,TNST134,FC132,PS1,LN1,2,3,2014,02/03/14,f
TC159,TNST106,FC104,PS1,LN1,3,3,2014,03/03/14,f
TC113,TNST130,FC123,PS2,LN2,2,3,2014,02/03/14,f
TC160,TNST111,FC118,PS1,LN1,3,3,2014,03/03/14,f
#N/A,TNST130,#N/A,PS2,LN2,3,3,2014,03/03/14,f
TC101,TNST144,FC101,PS2,LN2,2,3,2014,02/03/14,f
TC113,TNST141,FC102,PS4,LN3,3,3,2014,03/03/14,f
TC111,TNST110,FC101,PS1,LN1,3,3,2014,03/03/14,f
TC125,TNST106,FC112,PS1,LN1,3,3,2014,03/03/14,f
TC148,TNST128,FC106,PS1,LN1,3,3,2014,03/03/14,f
TC203,TNST162,FC103,PS4,LN3,3,3,2014,03/03/14,f
TC189,TNST163,FC103,PS4,LN3,3,3,2014,03/03/14,f
TC114,TNST145,FC106,PS4,LN3,3,3,2014,03/03/14,f
TC113,TNST142,FC102,PS4,LN3,3,3,2014,03/03/14,f
TC113,TNST142,FC102,PS4,LN3,3,3,2014,03/03/14,f
TC106,TNST105,FC104,PS1,LN1,4,3,2014,04/03/14,f
TC337,TNST107,FC106,PS1,LN1,4,3,2014,04/03/14,f
TC113,TNST112,FC102,PS1,LN1,4,3,2014,04/03/14,f
TC113,TNST165,FC102,PS2,LN2,3,3,2014,03/03/14,f
TC113,TNST137,FC102,PS2,LN2,3,3,2014,03/03/14,f
TC113,TNST130,FC102,PS2,LN2,3,3,2014,03/03/14,f
TC101,TNST133,FC101,PS2,LN2,3,3,2014,03/03/14,f
TC135,TNST134,FC104,PS1,LN1,4,3,2014,04/03/14,f
TC165,TNST159,FC103,PS4,LN3,4,3,2014,04/03/14,f
TC126,TNST128,FC113,PS1,LN1,4,3,2014,04/03/14,f
TC243,TNST128,FC105,PS1,LN1,4,3,2014,04/03/14,f
TC198,TNST134,FC112,PS1,LN1,4,3,2014,04/03/14,f
TC203,TNST170,FC103,PS1,LN1,4,3,2014,04/03/14,f
TC201,TNST119,FC103,PS1,LN1,4,3,2014,04/03/14,f
TC113,TNST103,FC102,PS1,LN1,4,3,2014,04/03/14,f
TC119,TNST131,FC103,PS1,LN1,4,3,2014,04/03/14,f
TC164,TNST120,FC103,PS1,LN1,4,3,2014,04/03/14,f
TC188,TNST120,FC118,PS1,LN1,4,3,2014,04/03/14,f
TC114,TNST121,FC106,PS1,LN1,4,3,2014,04/03/14,f
TC113,TNST158,FC123,PS4,LN3,4,3,2014,04/03/14,f
TC113,TNST158,FC123,PS4,LN3,4,3,2014,04/03/14,f
TC189,TNST123,FC103,PS1,LN1,4,3,2014,04/03/14,f
TC104,TNST163,FC103,PS4,LN3,4,3,2014,04/03/14,f
TC113,TNST162,FC102,PS4,LN3,4,3,2014,04/03/14,f
TC104,TNST168,FC103,PS4,LN3,4,3,2014,04/03/14,f
TC113,TNST142,FC123,PS4,LN3,4,3,2014,04/03/14,f
TC222,TNST117,FC104,PS2,LN2,5,3,2014,05/03/14,f
TC189,TNST106,FC103,PS1,LN1,5,3,2014,05/03/14,f
TC101,TNST118,FC101,PS2,LN2,4,2,2014,04/02/14,f
TC113,TNST165,FC123,PS2,LN2,4,3,2014,04/03/14,f
TC113,TNST144,FC123,PS2,LN2,4,3,2014,04/03/14,f
TC240,TNST116,FC111,PS1,LN1,5,3,2014,05/03/14,f
#N/A,TNST116,#N/A,PS1,LN1,5,3,2014,05/03/14,f
TC309,TNST116,FC106,PS1,LN1,5,3,2014,05/03/14,f
TC138,TNST147,FC107,PS4,LN3,5,3,2014,05/03/14,f
TC181,TNST155,#N/A,PS4,LN3,4,3,2014,04/03/14,f
TC132,TNST161,FC110,PS4,LN3,5,3,2014,05/03/14,f
TC104,TNST147,FC103,PS4,LN3,5,3,2014,05/03/14,f
TC516,TNST170,FC113,PS1,LN1,5,3,2014,05/03/14,f
TC111,TNST139,FC101,PS4,LN3,5,3,2014,05/03/14,f
TC127,TNST111,FC105,PS1,LN1,5,3,2014,05/03/14,f
TC104,TNST154,FC103,PS4,LN3,5,3,2014,05/03/14,f
TC164,TNST119,FC103,PS1,LN1,5,3,2014,05/03/14,f
TC201,TNST119,FC103,PS1,LN1,5,3,2014,05/03/14,f
TC104,TNST151,FC103,PS4,LN3,5,3,2014,05/03/14,f
TC189,TNST131,FC103,PS1,LN1,5,3,2014,05/03/14,f
TC200,TNST122,FC116,PS1,LN1,5,3,2014,05/03/14,f
TC123,TNST104,FC112,PS1,LN1,5,3,2014,05/03/14,f
TC101,TNST104,FC101,PS1,LN1,5,3,2014,05/03/14,f
TC113,TNST108,FC102,PS1,LN1,5,3,2014,05/03/14,f
TC101,TNST105,FC101,PS1,LN1,5,3,2014,05/03/14,f
TC164,TNST105,FC103,PS1,LN1,5,3,2014,05/03/14,f
TC138,TNST105,FC102,PS1,LN1,5,3,2014,05/03/14,f
TC101,TNST109,FC101,PS1,LN1,5,3,2014,05/03/14,f
TC113,TNST111,FC102,PS1,LN1,5,3,2014,05/03/14,f
TC101,TNST103,FC101,PS1,LN1,6,3,2014,06/03/14,f
TC133,TNST132,FC101,PS1,LN1,6,3,2014,06/03/14,f
TC189,TNST107,FC103,PS1,LN1,6,3,2014,06/03/14,f
TC153,TNST107,FC103,PS1,LN1,6,3,2014,06/03/14,f
TC105,TNST125,FC101,PS1,LN1,6,3,2014,06/03/14,f
TC123,TNST102,FC112,PS1,LN1,6,3,2014,06/03/14,f
TC148,TNST129,FC106,PS1,LN1,6,3,2014,06/03/14,f
TC161,TNST129,FC104,PS1,LN1,6,3,2014,06/03/14,f
#N/A,TNST161,#N/A,PS4,LN3,6,3,2014,06/03/14,f
TC159,TNST129,FC104,PS1,LN1,6,3,2014,06/03/14,f
TC135,TNST129,FC104,PS1,LN1,6,3,2014,06/03/14,f
TC166,TNST129,FC112,PS1,LN1,6,3,2014,06/03/14,f
TC149,TNST124,FC101,PS1,LN1,6,3,2014,06/03/14,f
TC102,TNST129,FC101,PS1,LN1,6,3,2014,06/03/14,f
TC162,TNST129,FC104,PS1,LN1,6,3,2014,06/03/14,f
TC164,TNST129,FC103,PS1,LN1,6,3,2014,06/03/14,f
TC239,TNST129,FC103,PS1,LN1,6,3,2014,06/03/14,f
TC164,TNST129,FC103,PS1,LN1,6,3,2014,06/03/14,f
TC104,TNST164,FC103,PS4,LN3,6,3,2014,06/03/14,f
TC101,TNST163,FC101,PS4,LN3,6,3,2014,06/03/14,f
#N/A,TNST162,#N/A,PS4,LN3,6,3,2014,06/03/14,f
TC192,TNST119,FC103,PS1,LN1,6,3,2014,06/03/14,f
TC153,TNST131,FC103,PS1,LN1,6,3,2014,06/03/14,f
TC335,TNST131,FC102,PS1,LN1,6,3,2014,06/03/14,f
TC101,TNST103,FC101,PS1,LN1,7,3,2014,07/03/14,f
TC201,TNST108,FC103,PS1,LN1,6,3,2014,06/03/14,f
TC179,TNST112,FC102,PS1,LN1,6,3,2014,06/03/14,f
TC159,TNST104,FC104,PS1,LN1,7,3,2014,07/03/14,f
TC161,TNST104,FC104,PS1,LN1,7,3,2014,07/03/14,f
TC113,TNST135,FC102,PS2,LN2,5,3,2014,05/03/14,f
TC153,TNST144,FC103,PS2,LN2,6,3,2014,06/03/14,f
TC157,TNST135,FC101,PS2,LN2,6,3,2014,06/03/14,f
TC210,TNST136,FC101,PS2,LN2,6,3,2014,06/03/14,f
TC129,TNST157,FC107,PS4,LN3,6,3,2014,06/03/14,f
TC361,TNST105,FC130,PS1,LN1,7,3,2014,07/03/14,f
TC210,TNST118,FC101,PS2,LN2,6,3,2014,06/03/14,f
TC159,TNST112,FC104,PS1,LN1,7,3,2014,07/03/14,f
TC515,TNST112,FC130,PS1,LN1,7,3,2014,07/03/14,f
TC162,TNST128,FC104,PS1,LN1,26,2,2014,26/02/14,f
TC113,TNST111,FC102,PS1,LN1,20,2,2014,20/02/14,f
TC165,TNST105,FC103,PS1,LN1,7,3,2014,07/03/14,f
TC104,TNST164,FC103,PS4,LN3,7,3,2014,07/03/14,f
TC104,TNST157,FC103,PS4,LN3,7,3,2014,07/03/14,f
TC129,TNST167,FC107,PS4,LN3,7,3,2014,07/03/14,f
TC123,TNST150,FC112,PS4,LN3,7,3,2014,07/03/14,f
TC101,TNST160,FC101,PS4,LN3,7,3,2014,07/03/14,f
TC104,TNST154,FC103,PS4,LN3,7,3,2014,07/03/14,f
TC239,TNST113,FC103,PS1,LN1,7,3,2014,07/03/14,f
TC101,TNST128,FC101,PS1,LN1,7,3,2014,07/03/14,f
TC113,TNST113,FC102,PS1,LN1,7,3,2014,07/03/14,f
TC101,TNST122,FC101,PS1,LN1,7,3,2014,07/03/14,f
TC195,TNST109,FC101,PS1,LN1,7,3,2014,07/03/14,f
TC123,TNST102,FC112,PS1,LN1,7,3,2014,07/03/14,f
TC153,TNST170,FC103,PS1,LN1,7,3,2014,07/03/14,f
TC206,TNST128,FC118,PS1,LN1,8,3,2014,08/03/14,f
TC295,TNST170,FC104,PS1,LN1,8,3,2014,08/03/14,f
TC361,TNST107,FC130,PS1,LN1,8,3,2014,08/03/14,f
TC113,TNST165,FC102,PS2,LN2,7,3,2014,07/03/14,f
TC239,TNST137,FC103,PS2,LN2,7,3,2014,07/03/14,f
TC381,TNST170,FC104,PS1,LN1,8,3,2014,08/03/14,f
TC243,TNST170,FC105,PS1,LN1,8,3,2014,08/03/14,f
TC114,TNST162,FC106,PS4,LN3,8,3,2014,08/03/14,f
TC115,TNST143,FC106,PS4,LN3,8,3,2014,08/03/14,f
TC157,TNST153,FC101,PS4,LN3,8,3,2014,08/03/14,f
TC198,TNST120,FC112,PS1,LN1,8,3,2014,08/03/14,f
TC101,TNST166,FC101,PS4,LN3,8,3,2014,08/03/14,f
TC114,TNST124,FC106,PS1,LN1,8,3,2014,08/03/14,f
TC126,TNST111,FC113,PS1,LN1,8,3,2014,08/03/14,f
TC101,TNST131,FC101,PS1,LN1,8,3,2014,08/03/14,f
TC114,TNST131,FC106,PS1,LN1,8,3,2014,08/03/14,f
TC103,TNST131,FC102,PS1,LN1,8,3,2014,08/03/14,f
TC101,TNST121,FC101,PS1,LN1,8,3,2014,08/03/14,f
TC165,TNST104,FC103,PS1,LN1,8,3,2014,08/03/14,f
TC104,TNST164,FC103,PS4,LN3,8,3,2014,08/03/14,f
TC104,TNST151,FC103,PS4,LN3,8,3,2014,08/03/14,f
TC189,TNST131,FC103,PS1,LN1,9,3,2014,09/03/14,f
TC157,TNST153,#N/A,PS4,LN3,9,3,2014,09/03/14,f
TC123,TNST150,FC112,PS4,LN3,9,3,2014,09/03/14,f
TC114,TNST136,FC106,PS2,LN2,8,3,2014,08/03/14,f
TC113,TNST144,FC102,PS2,LN2,8,3,2014,08/03/14,f
TC101,TNST165,FC101,PS2,LN2,8,3,2014,08/03/14,f
TC134,TNST119,FC104,PS1,LN1,9,3,2014,09/03/14,f
TC281,TNST121,FC130,PS1,LN1,9,3,2014,09/03/14,f
TC106,TNST121,FC104,PS1,LN1,9,3,2014,09/03/14,f
TC321,TNST166,#N/A,PS4,LN3,9,3,2014,09/03/14,f
TC330,TNST166,#N/A,PS4,LN3,8,3,2014,08/03/14,f
TC113,TNST134,FC102,PS1,LN1,9,3,2014,09/03/14,f
TC113,TNST128,FC102,PS1,LN1,9,3,2014,09/03/14,f
TC211,TNST112,FC127,PS1,LN1,9,3,2014,09/03/14,f
TC165,TNST112,FC103,PS1,LN1,9,3,2014,09/03/14,f
TC103,TNST124,FC123,PS1,LN1,9,3,2014,09/03/14,f
TC101,TNST120,FC101,PS1,LN1,9,3,2014,09/03/14,f
TC223,TNST104,FC127,PS1,LN1,9,3,2014,09/03/14,f
TC101,TNST126,FC101,PS1,LN1,9,3,2014,09/03/14,f
TC104,TNST123,FC103,PS1,LN1,9,3,2014,09/03/14,f
TC104,TNST146,FC103,PS4,LN3,9,3,2014,09/03/14,f
TC157,TNST158,FC101,PS4,LN3,9,3,2014,09/03/14,f
#N/A,TNST146,#N/A,PS4,LN3,9,3,2014,09/03/14,f
TC129,TNST147,FC107,PS4,LN3,9,3,2014,09/03/14,f
TC104,TNST157,FC103,PS4,LN3,10,3,2014,10/03/14,f
TC123,TNST161,FC112,PS4,LN3,10,3,2014,10/03/14,f
TC188,TNST110,FC118,PS1,LN1,10,3,2014,10/03/14,f
TC206,TNST128,FC118,PS1,LN1,10,3,2014,10/03/14,f
TC123,TNST160,FC112,PS4,LN3,10,3,2014,10/03/14,f
TC134,TNST110,FC104,PS1,LN1,10,3,2014,10/03/14,f
TC122,TNST134,FC105,PS1,LN1,10,3,2014,10/03/14,f
TC166,TNST148,#N/A,PS4,LN3,9,3,2014,09/03/14,f
TC195,TNST152,#N/A,PS4,LN3,9,3,2014,09/03/14,f
TC376,TNST107,FC106,PS1,LN1,10,3,2014,10/03/14,f
TC114,TNST157,FC106,PS4,LN3,10,3,2014,10/03/14,f
#N/A,TNST141,#N/A,PS4,LN3,10,3,2014,10/03/14,f
TC101,TNST101,FC101,PS1,LN1,10,3,2014,10/03/14,f
TC113,TNST119,FC102,PS1,LN1,10,3,2014,10/03/14,f
TC179,TNST124,FC102,PS1,LN1,10,3,2014,10/03/14,f
#N/A,TNST149,#N/A,PS4,LN3,10,3,2014,10/03/14,f
#N/A,TNST163,#N/A,PS4,LN3,10,3,2014,10/03/14,f
TC317,TNST151,FC127,PS4,LN3,10,3,2014,10/03/14,f
TC195,TNST127,FC101,PS1,LN1,11,3,2014,11/03/14,f
TC243,TNST128,FC105,PS1,LN1,11,3,2014,11/03/14,f
TC104,TNST151,FC103,PS4,LN3,11,3,2014,11/03/14,f
TC106,TNST115,FC104,PS1,LN1,11,3,2014,11/03/14,f
TC113,TNST124,FC102,PS1,LN1,11,3,2014,11/03/14,f
TC123,TNST113,FC112,PS1,LN1,11,3,2014,11/03/14,f
TC113,TNST111,FC102,PS1,LN1,11,3,2014,11/03/14,f
TC123,TNST124,FC112,PS1,LN1,11,3,2014,11/03/14,f
TC101,TNST131,FC101,PS1,LN1,11,3,2014,11/03/14,f
#N/A,TNST141,#N/A,PS4,LN3,11,3,2014,11/03/14,f
TC162,TNST122,FC104,PS1,LN1,11,3,2014,11/03/14,f
TC161,TNST103,FC104,PS1,LN1,11,3,2014,11/03/14,f
TC101,TNST117,FC101,PS2,LN2,10,3,2014,10/03/14,f
TC157,TNST116,FC101,PS1,LN1,11,3,2014,11/03/14,f
TC116,TNST116,FC110,PS1,LN1,11,3,2014,11/03/14,f
TC113,TNST113,FC102,PS1,LN1,11,3,2014,11/03/14,f
TC113,TNST113,FC102,PS1,LN1,11,3,2014,11/03/14,f
TC103,TNST116,FC102,PS1,LN1,11,3,2014,11/03/14,f
TC127,TNST116,FC105,PS1,LN1,11,3,2014,11/03/14,f
TC102,TNST116,FC101,PS1,LN1,11,3,2014,11/03/14,f
TC118,TNST127,FC111,PS1,LN1,11,3,2014,11/03/14,f
TC395,TNST122,FC106,PS1,LN1,11,3,2014,11/03/14,f
TC103,TNST113,FC102,PS1,LN1,11,3,2014,11/03/14,f
TC148,TNST116,FC106,PS1,LN1,11,3,2014,11/03/14,f
TC171,TNST115,FC101,PS1,LN1,11,3,2014,11/03/14,f
TC103,TNST131,FC123,PS1,LN1,11,3,2014,11/03/14,f
#N/A,TNST167,#N/A,PS4,LN3,11,3,2014,11/03/14,f
TC113,TNST152,FC102,PS4,LN3,11,3,2014,11/03/14,f
TC113,TNST164,FC102,PS4,LN3,11,3,2014,11/03/14,f
TC104,TNST158,FC103,PS4,LN3,11,3,2014,11/03/14,f
TC113,TNST150,FC102,PS4,LN3,11,3,2014,11/03/14,f
TC203,TNST131,FC103,PS1,LN1,12,3,2014,12/03/14,f
TC127,TNST131,FC105,PS1,LN1,12,3,2014,12/03/14,f
TC113,TNST113,FC123,PS1,LN1,12,3,2014,12/03/14,f
TC143,TNST128,FC118,PS1,LN1,12,3,2014,12/03/14,f
TC229,TNST127,FC131,PS1,LN1,12,3,2014,12/03/14,f
#N/A,TNST127,#N/A,PS1,LN1,12,3,2014,12/03/14,f
TC104,TNST152,FC103,PS4,LN3,12,3,2014,12/03/14,f
TC143,TNST116,FC118,PS1,LN1,12,3,2014,12/03/14,f
TC179,TNST130,FC102,PS2,LN2,11,3,2014,11/03/14,f
TC103,TNST117,FC102,PS2,LN2,11,3,2014,11/03/14,f
TC174,TNST128,FC107,PS1,LN1,12,3,2014,12/03/14,f
#N/A,TNST166,#N/A,PS4,LN3,12,3,2014,12/03/14,f
TC103,TNST170,FC123,PS1,LN1,12,3,2014,12/03/14,f
#N/A,TNST107,#N/A,PS1,LN1,12,3,2014,12/03/14,f
#N/A,TNST107,#N/A,PS1,LN1,12,3,2014,12/03/14,f
#N/A,TNST107,#N/A,PS1,LN1,12,3,2014,12/03/14,f
#N/A,TNST107,#N/A,PS1,LN1,12,3,2014,12/03/14,f
TC101,TNST158,FC101,PS4,LN3,12,3,2014,12/03/14,f
TC104,TNST154,FC103,PS4,LN3,12,3,2014,12/03/14,f
#N/A,TNST147,#N/A,PS4,LN3,12,3,2014,12/03/14,f
TC113,TNST162,FC123,PS4,LN3,12,3,2014,12/03/14,f
TC153,TNST134,FC103,PS1,LN1,12,3,2014,12/03/14,f
#N/A,TNST167,#N/A,PS4,LN3,12,3,2014,12/03/14,f
TC103,TNST112,FC123,PS1,LN1,12,3,2014,12/03/14,f
TC103,TNST112,FC123,PS1,LN1,12,3,2014,12/03/14,f
TC164,TNST124,FC103,PS1,LN1,12,3,2014,12/03/14,f
TC211,TNST122,FC127,PS1,LN1,12,3,2014,12/03/14,f
TC101,TNST108,FC101,PS1,LN1,12,3,2014,12/03/14,f
TC101,TNST101,FC101,PS1,LN1,12,3,2014,12/03/14,f
TC284,TNST134,FC113,PS1,LN1,13,3,2014,13/03/14,f
TC123,TNST126,FC112,PS1,LN1,13,3,2014,13/03/14,f
TC302,TNST170,FC102,PS1,LN1,13,3,2014,13/03/14,f
TC302,TNST170,FC102,PS1,LN1,13,3,2014,13/03/14,f
TC103,TNST137,FC123,PS2,LN2,12,3,2014,12/03/14,f
TC113,TNST117,FC102,PS2,LN2,12,3,2014,12/03/14,f
TC135,TNST125,FC104,PS1,LN1,13,3,2014,13/03/14,f
#N/A,TNST125,#N/A,PS1,LN1,13,3,2014,13/03/14,f
TC337,TNST125,FC106,PS1,LN1,13,3,2014,13/03/14,f
TC117,TNST125,FC104,PS1,LN1,13,3,2014,13/03/14,f
TC103,TNST169,FC123,PS1,LN1,13,3,2014,13/03/14,f
#N/A,TNST114,#N/A,PS4,LN3,13,3,2014,13/03/14,f
TC340,TNST107,FC127,PS1,LN1,13,3,2014,13/03/14,f
TC128,TNST132,FC102,PS1,LN1,13,3,2014,13/03/14,f
TC270,TNST169,FC111,PS1,LN1,13,3,2014,13/03/14,f
TC243,TNST169,FC105,PS1,LN1,13,3,2014,13/03/14,f
TC127,TNST169,FC105,PS1,LN1,13,3,2014,13/03/14,f
TC206,TNST169,FC118,PS1,LN1,13,3,2014,13/03/14,f
TC114,TNST164,FC106,PS4,LN3,13,3,2014,13/03/14,f
TC113,TNST148,FC123,PS4,LN3,13,3,2014,13/03/14,f
TC113,TNST134,FC102,PS1,LN1,13,3,2014,13/03/14,f
TC225,TNST132,FC116,PS1,LN1,13,3,2014,13/03/14,f
TC165,TNST128,FC103,PS1,LN1,13,3,2014,13/03/14,f
TC113,TNST169,FC123,PS1,LN1,13,3,2014,13/03/14,f
TC488,TNST112,FC103,PS1,LN1,13,3,2014,13/03/14,f
TC201,TNST115,FC103,PS1,LN1,13,3,2014,13/03/14,f
TC101,TNST108,FC101,PS1,LN1,13,3,2014,13/03/14,f
TC101,TNST109,FC101,PS1,LN1,13,3,2014,13/03/14,f
TC113,TNST133,FC123,PS2,LN2,13,3,2014,13/03/14,f
TC113,TNST107,FC102,PS1,LN1,14,3,2014,14/03/14,f
TC517,TNST112,FC130,PS1,LN1,14,3,2014,14/03/14,f
TC159,TNST108,FC104,PS1,LN1,14,3,2014,14/03/14,f
TC295,TNST101,FC104,PS1,LN1,14,3,2014,14/03/14,f
TC361,TNST101,FC130,PS1,LN1,14,3,2014,14/03/14,f
TC159,TNST101,FC104,PS1,LN1,14,3,2014,14/03/14,f
