ObjectPartCode,TRAINSET,Fault_code,Plant section,MaintPlant,Date,Month,Year,Fdate,LABEL
TC134,TNST115,FC104,PS1,LN1,20,7,2016,20/07/16,f
TC117,TNST125,FC104,PS1,LN1,8,1,2013,08/01/13,f
TC263,TNST120,FC107,PS1,LN1,20,8,2012,20/08/12,f
TC221,TNST109,FC130,PS1,LN1,31,1,2015,31/01/15,f
TC212,TNST126,FC130,PS1,LN1,11,1,2013,11/01/13,f
TC310,TNST113,FC101,PS1,LN1,8,6,2014,08/06/14,f
TC159,TNST113,FC104,PS1,LN1,16,6,2013,16/06/13,f
TC258,TNST106,FC112,PS1,LN1,16,1,2012,16/01/12,f
TC203,TNST115,FC103,PS1,LN1,9,6,2014,09/06/14,f
TC101,TNST170,FC101,PS1,LN1,26,3,2013,26/03/13,f
TC335,TNST169,FC102,PS1,LN1,9,6,2014,09/06/14,f
TC266,TNST134,FC102,PS1,LN1,15,5,2013,15/05/13,f
TC266,TNST134,FC102,PS1,LN1,15,5,2013,15/05/13,f
TC266,TNST134,FC102,PS1,LN1,15,5,2013,15/05/13,f
TC266,TNST134,FC102,PS1,LN1,15,5,2013,15/05/13,f
TC159,TNST104,FC104,PS1,LN1,26,2,2012,26/02/12,f
TC122,TNST106,FC105,PS1,LN1,10,3,2014,10/03/14,f
TC161,TNST134,FC104,PS1,LN1,11,2,2012,11/02/12,f
TC123,TNST117,FC112,PS2,LN2,1,1,2012,01/01/12,f
TC321,TNST117,FC125,PS2,LN2,1,1,2012,01/01/12,f
TC226,TNST117,#N/A,PS2,LN2,1,1,2012,01/01/12,f
TC153,TNST161,FC103,PS4,LN3,1,1,2012,01/01/12,f
TC113,TNST169,FC102,PS1,LN1,1,1,2012,01/01/12,f
TC113,TNST111,FC102,PS1,LN1,1,1,2012,01/01/12,f
TC123,TNST167,FC112,PS4,LN3,1,1,2012,01/01/12,f
TC113,TNST121,FC102,PS1,LN1,1,1,2012,01/01/12,f
TC188,TNST109,FC118,PS1,LN1,1,1,2012,01/01/12,f
TC113,TNST128,FC102,PS1,LN1,2,1,2012,02/01/12,f
TC113,TNST114,FC102,PS2,LN2,2,1,2012,02/01/12,f
TC103,TNST135,FC123,PS2,LN2,2,1,2012,02/01/12,f
TC165,TNST154,FC103,PS4,LN3,2,1,2012,02/01/12,f
TC406,TNST140,FC112,PS2,LN2,2,1,2012,02/01/12,f
TC309,TNST110,FC106,PS1,LN1,2,1,2012,02/01/12,f
TC113,TNST169,FC102,PS1,LN1,2,1,2012,02/01/12,f
TC407,TNST150,FC127,PS4,LN3,2,1,2012,02/01/12,f
TC391,TNST138,FC106,PS2,LN2,2,1,2012,02/01/12,f
TC101,TNST105,FC101,PS1,LN1,2,1,2012,02/01/12,f
TC193,TNST112,FC103,PS1,LN1,2,1,2012,02/01/12,f
TC260,TNST103,FC110,PS1,LN1,2,1,2012,02/01/12,f
TC125,TNST103,FC112,PS1,LN1,14,1,2012,14/01/12,f
TC104,TNST170,FC103,PS1,LN1,2,1,2012,02/01/12,f
TC113,TNST157,FC102,PS4,LN3,3,1,2012,03/01/12,f
TC132,TNST129,FC110,PS1,LN1,3,1,2012,03/01/12,f
TC309,TNST137,FC106,PS2,LN2,2,1,2012,02/01/12,f
#N/A,TNST112,#N/A,PS1,LN1,3,1,2012,03/01/12,f
TC122,TNST112,FC105,PS1,LN1,3,1,2012,03/01/12,f
TC281,TNST141,FC130,PS4,LN3,3,1,2012,03/01/12,f
TC281,TNST141,FC130,PS4,LN3,3,1,2012,03/01/12,f
TC402,TNST141,FC101,PS4,LN3,1,1,2012,01/01/12,f
TC158,TNST166,FC122,PS4,LN3,1,1,2012,01/01/12,f
TC135,TNST146,FC104,PS4,LN3,3,1,2012,03/01/12,f
TC281,TNST156,FC130,PS4,LN3,1,1,2012,01/01/12,f
TC113,TNST120,FC102,PS1,LN1,3,1,2012,03/01/12,f
TC104,TNST101,FC103,PS1,LN1,3,1,2012,03/01/12,f
TC127,TNST105,FC105,PS1,LN1,3,1,2012,03/01/12,f
TC134,TNST109,FC104,PS1,LN1,3,1,2012,03/01/12,f
TC111,TNST130,FC101,PS2,LN2,3,1,2012,03/01/12,f
TC345,TNST168,FC112,PS4,LN3,4,1,2012,04/01/12,f
TC148,TNST126,FC106,PS1,LN1,4,1,2012,04/01/12,f
TC101,TNST166,FC101,PS4,LN3,4,1,2012,04/01/12,f
TC391,TNST129,FC106,PS1,LN1,4,1,2012,04/01/12,f
TC240,TNST123,FC111,PS1,LN1,4,1,2012,04/01/12,f
TC405,TNST144,FC148,PS2,LN2,4,1,2012,04/01/12,f
TC164,TNST128,FC103,PS1,LN1,4,1,2012,04/01/12,f
TC223,TNST161,FC127,PS4,LN3,1,1,2012,01/01/12,f
TC266,TNST133,FC102,PS2,LN2,4,1,2012,04/01/12,f
TC164,TNST106,FC103,PS1,LN1,4,1,2012,04/01/12,f
TC184,TNST131,FC106,PS1,LN1,4,1,2012,04/01/12,f
TC164,TNST124,FC103,PS1,LN1,4,1,2012,04/01/12,f
TC113,TNST112,FC102,PS1,LN1,4,1,2012,04/01/12,f
TC113,TNST156,FC102,PS4,LN3,4,1,2012,04/01/12,f
TC255,TNST141,FC104,PS4,LN3,4,1,2012,04/01/12,f
TC113,TNST164,FC102,PS4,LN3,4,1,2012,04/01/12,f
TC113,TNST160,FC102,PS4,LN3,4,1,2012,04/01/12,f
TC153,TNST142,FC103,PS4,LN3,5,1,2012,05/01/12,f
TC103,TNST164,FC102,PS4,LN3,5,1,2012,05/01/12,f
TC321,TNST130,FC125,PS2,LN2,4,1,2012,04/01/12,f
TC226,TNST169,FC102,PS1,LN1,5,1,2012,05/01/12,f
TC309,TNST169,FC106,PS1,LN1,5,1,2012,05/01/12,f
TC148,TNST169,FC106,PS1,LN1,5,1,2012,05/01/12,f
TC210,TNST155,FC101,PS4,LN3,5,1,2012,05/01/12,f
TC161,TNST169,FC104,PS1,LN1,5,1,2012,05/01/12,f
TC148,TNST169,FC106,PS1,LN1,5,1,2012,05/01/12,f
TC391,TNST169,FC106,PS1,LN1,5,1,2012,05/01/12,f
TC116,TNST131,FC110,PS1,LN1,5,1,2012,05/01/12,f
TC113,TNST105,FC102,PS1,LN1,5,1,2012,05/01/12,f
TC406,TNST135,FC112,PS2,LN2,6,1,2012,06/01/12,f
TC132,TNST117,FC110,PS2,LN2,6,1,2012,06/01/12,f
TC268,TNST134,FC136,PS1,LN1,6,1,2012,06/01/12,f
TC129,TNST134,FC107,PS1,LN1,6,1,2012,06/01/12,f
TC114,TNST166,FC106,PS4,LN3,6,1,2012,06/01/12,f
TC188,TNST134,FC118,PS1,LN1,6,1,2012,06/01/12,f
TC293,TNST133,FC104,PS2,LN2,6,1,2012,06/01/12,f
TC353,TNST140,FC139,PS2,LN2,6,1,2012,06/01/12,f
TC255,TNST144,FC104,PS2,LN2,6,1,2012,06/01/12,f
TC134,TNST149,FC104,PS4,LN3,6,1,2012,06/01/12,f
TC113,TNST132,FC102,PS1,LN1,6,1,2012,06/01/12,f
TC113,TNST131,FC102,PS1,LN1,6,1,2012,06/01/12,f
TC113,TNST105,FC102,PS1,LN1,6,1,2012,06/01/12,f
TC164,TNST170,FC103,PS1,LN1,6,1,2012,06/01/12,f
TC113,TNST132,FC102,PS1,LN1,6,1,2012,06/01/12,f
TC104,TNST140,FC103,PS2,LN2,7,1,2012,07/01/12,f
TC255,TNST162,FC104,PS4,LN3,7,1,2012,07/01/12,f
TC213,TNST168,FC105,PS4,LN3,7,1,2012,07/01/12,f
TC123,TNST162,FC112,PS4,LN3,7,1,2012,07/01/12,f
TC201,TNST122,FC103,PS1,LN1,7,1,2012,07/01/12,f
TC156,TNST118,FC121,PS2,LN2,7,1,2012,07/01/12,f
TC127,TNST117,FC105,PS2,LN2,7,1,2012,07/01/12,f
TC166,TNST136,FC112,PS2,LN2,7,1,2012,07/01/12,f
TC335,TNST107,FC102,PS1,LN1,7,1,2012,07/01/12,f
TC125,TNST124,FC112,PS1,LN1,7,1,2012,07/01/12,f
TC125,TNST124,FC112,PS1,LN1,7,1,2012,07/01/12,f
TC161,TNST170,FC104,PS1,LN1,7,1,2012,07/01/12,f
TC113,TNST112,FC102,PS1,LN1,7,1,2012,07/01/12,f
TC103,TNST156,FC123,PS4,LN3,7,1,2012,07/01/12,f
TC391,TNST170,FC106,PS1,LN1,7,1,2012,07/01/12,f
TC166,TNST106,FC112,PS1,LN1,7,1,2012,07/01/12,f
TC309,TNST135,FC106,PS2,LN2,7,1,2012,07/01/12,f
TC125,TNST170,FC112,PS1,LN1,7,1,2012,07/01/12,f
TC166,TNST133,FC112,PS2,LN2,7,1,2012,07/01/12,f
TC169,TNST129,FC106,PS1,LN1,7,1,2012,07/01/12,f
TC231,TNST107,FC127,PS1,LN1,7,1,2012,07/01/12,f
TC103,TNST123,FC102,PS1,LN1,7,1,2012,07/01/12,f
TC309,TNST137,FC106,PS2,LN2,7,1,2012,07/01/12,f
TC165,TNST169,FC103,PS1,LN1,8,1,2012,08/01/12,f
TC123,TNST103,FC112,PS1,LN1,8,1,2012,08/01/12,f
TC113,TNST170,FC102,PS1,LN1,8,1,2012,08/01/12,f
TC188,TNST160,FC118,PS4,LN3,8,1,2012,08/01/12,f
TC161,TNST110,FC104,PS1,LN1,8,1,2012,08/01/12,f
TC324,TNST119,FC127,PS1,LN1,8,1,2012,08/01/12,f
TC393,TNST110,FC106,PS1,LN1,8,1,2012,08/01/12,f
TC148,TNST107,FC106,PS1,LN1,8,1,2012,08/01/12,f
TC166,TNST125,FC112,PS1,LN1,8,1,2012,08/01/12,f
TC113,TNST156,FC102,PS4,LN3,8,1,2012,08/01/12,f
TC158,TNST140,FC122,PS2,LN2,8,1,2012,08/01/12,f
TC270,TNST111,FC111,PS1,LN1,8,1,2012,08/01/12,f
TC169,TNST129,FC106,PS1,LN1,8,1,2012,08/01/12,f
TC125,TNST116,FC120,PS1,LN1,8,1,2012,08/01/12,f
TC223,TNST155,FC127,PS4,LN3,8,1,2012,08/01/12,f
TC113,TNST102,FC102,PS1,LN1,8,1,2012,08/01/12,f
TC125,TNST128,FC112,PS1,LN1,8,1,2012,08/01/12,f
TC408,TNST130,FC111,PS2,LN2,9,1,2012,09/01/12,f
TC123,TNST130,FC112,PS2,LN2,9,1,2012,09/01/12,f
TC169,TNST163,FC106,PS2,LN2,9,1,2012,09/01/12,f
TC402,TNST146,FC101,PS4,LN3,9,1,2012,09/01/12,f
TC402,TNST164,FC101,PS4,LN3,9,1,2012,09/01/12,f
TC255,TNST125,FC104,PS1,LN1,9,1,2012,09/01/12,f
TC144,TNST123,FC111,PS1,LN1,9,1,2012,09/01/12,f
TC409,TNST135,FC149,PS2,LN2,9,1,2012,09/01/12,f
TC153,TNST147,FC103,PS4,LN3,9,1,2012,09/01/12,f
TC101,TNST101,FC101,PS1,LN1,9,1,2012,09/01/12,f
TC215,TNST130,FC112,PS2,LN2,9,1,2012,09/01/12,f
TC101,TNST105,FC101,PS1,LN1,10,1,2012,10/01/12,f
TC101,TNST157,FC101,PS4,LN3,10,1,2012,10/01/12,f
TC132,TNST152,FC110,PS4,LN3,10,1,2012,10/01/12,f
#N/A,TNST168,#N/A,PS4,LN3,10,1,2012,10/01/12,f
TC148,TNST153,FC106,PS4,LN3,10,1,2012,10/01/12,f
TC189,TNST140,FC103,PS2,LN2,10,1,2012,10/01/12,f
TC135,TNST136,FC104,PS2,LN2,10,1,2012,10/01/12,f
TC147,TNST123,FC104,PS1,LN1,10,1,2012,10/01/12,f
TC101,TNST108,FC101,PS1,LN1,10,1,2012,10/01/12,f
TC104,TNST147,FC103,PS4,LN3,10,1,2012,10/01/12,f
TC113,TNST124,FC102,PS1,LN1,10,1,2012,10/01/12,f
TC113,TNST109,FC102,PS1,LN1,10,1,2012,10/01/12,f
TC108,TNST147,FC107,PS4,LN3,10,1,2012,10/01/12,f
TC101,TNST108,FC101,PS1,LN1,10,1,2012,10/01/12,f
TC389,TNST140,FC122,PS2,LN2,10,1,2012,10/01/12,f
TC143,TNST127,FC111,PS1,LN1,10,1,2012,10/01/12,f
TC158,TNST126,FC122,PS1,LN1,10,1,2012,10/01/12,f
TC104,TNST140,FC103,PS2,LN2,10,1,2012,10/01/12,f
TC123,TNST146,FC112,PS4,LN3,10,1,2012,10/01/12,f
TC113,TNST129,FC102,PS1,LN1,11,1,2012,11/01/12,f
TC143,TNST122,FC118,PS1,LN1,11,1,2012,11/01/12,f
TC101,TNST105,FC101,PS1,LN1,11,1,2012,11/01/12,f
TC123,TNST107,FC112,PS1,LN1,11,1,2012,11/01/12,f
TC148,TNST125,FC106,PS1,LN1,11,1,2012,11/01/12,f
TC405,TNST140,FC148,PS2,LN2,11,1,2012,11/01/12,f
TC106,TNST125,FC104,PS1,LN1,11,1,2012,11/01/12,f
TC125,TNST102,FC112,PS1,LN1,11,1,2012,11/01/12,f
TC143,TNST131,FC118,PS1,LN1,11,1,2012,11/01/12,f
TC270,TNST161,FC118,PS4,LN3,11,1,2012,11/01/12,f
TC295,TNST160,FC104,PS4,LN3,11,1,2012,11/01/12,f
TC324,TNST143,FC127,PS4,LN3,11,1,2012,11/01/12,f
TC293,TNST122,FC104,PS1,LN1,11,1,2012,11/01/12,f
TC268,TNST122,#N/A,PS1,LN1,11,1,2012,11/01/12,f
TC115,TNST129,FC106,PS1,LN1,11,1,2012,11/01/12,f
TC169,TNST129,FC106,PS1,LN1,11,1,2012,11/01/12,f
TC164,TNST119,FC103,PS1,LN1,11,1,2012,11/01/12,f
TC113,TNST120,FC102,PS1,LN1,11,1,2012,11/01/12,f
TC113,TNST142,FC102,PS4,LN3,12,1,2012,12/01/12,f
TC220,TNST135,FC112,PS2,LN2,12,1,2012,12/01/12,f
TC146,TNST130,FC109,PS2,LN2,12,1,2012,12/01/12,f
TC143,TNST161,FC118,PS4,LN3,12,1,2012,12/01/12,f
TC104,TNST142,FC103,PS4,LN3,12,1,2012,12/01/12,f
TC148,TNST112,FC106,PS1,LN1,12,1,2012,12/01/12,f
TC103,TNST123,FC123,PS1,LN1,12,1,2012,12/01/12,f
TC410,TNST147,FC112,PS4,LN3,13,1,2012,13/01/12,f
TC123,TNST145,FC112,PS4,LN3,13,1,2012,13/01/12,f
TC103,TNST123,FC102,PS1,LN1,13,1,2012,13/01/12,f
TC188,TNST115,FC118,PS1,LN1,13,1,2012,13/01/12,f
TC411,TNST122,FC136,PS1,LN1,13,1,2012,13/01/12,f
TC193,TNST142,FC103,PS4,LN3,13,1,2012,13/01/12,f
TC141,TNST109,FC112,PS1,LN1,13,1,2012,13/01/12,f
TC134,TNST106,FC104,PS1,LN1,13,1,2012,13/01/12,f
TC211,TNST103,FC127,PS1,LN1,13,1,2012,13/01/12,f
TC101,TNST104,FC101,PS1,LN1,13,1,2012,13/01/12,f
TC253,TNST123,FC127,PS1,LN1,13,1,2012,13/01/12,f
TC213,TNST126,FC105,PS1,LN1,13,1,2012,13/01/12,f
TC221,TNST145,FC130,PS4,LN3,13,1,2012,13/01/12,f
TC113,TNST143,FC102,PS4,LN3,13,1,2012,13/01/12,f
TC188,TNST162,FC118,PS4,LN3,13,1,2012,13/01/12,f
TC103,TNST142,FC102,PS4,LN3,13,1,2012,13/01/12,f
TC150,TNST168,FC119,PS4,LN3,14,1,2012,14/01/12,f
TC123,TNST163,FC112,PS2,LN2,14,1,2012,14/01/12,f
TC199,TNST164,FC130,PS4,LN3,14,1,2012,14/01/12,f
TC161,TNST121,FC104,PS1,LN1,14,1,2012,14/01/12,f
TC114,TNST168,FC106,PS4,LN3,14,1,2012,14/01/12,f
TC302,TNST146,FC102,PS4,LN3,14,1,2012,14/01/12,f
TC412,TNST123,FC103,PS1,LN1,14,1,2012,14/01/12,f
TC101,TNST149,FC101,PS4,LN3,14,1,2012,14/01/12,f
TC125,TNST157,FC112,PS4,LN3,14,1,2012,14/01/12,f
TC166,TNST159,FC112,PS4,LN3,14,1,2012,14/01/12,f
TC148,TNST153,FC106,PS4,LN3,14,1,2012,14/01/12,f
TC123,TNST126,FC112,PS1,LN1,15,1,2012,15/01/12,f
TC272,TNST164,FC106,PS4,LN3,15,1,2012,15/01/12,f
TC158,TNST144,FC122,PS2,LN2,15,1,2012,15/01/12,f
TC276,TNST117,FC107,PS2,LN2,15,1,2012,15/01/12,f
TC268,TNST110,FC136,PS1,LN1,15,1,2012,15/01/12,f
TC255,TNST147,FC104,PS4,LN3,15,1,2012,15/01/12,f
TC271,TNST131,FC106,PS1,LN1,15,1,2012,15/01/12,f
TC268,TNST110,FC136,PS1,LN1,15,1,2012,15/01/12,f
TC391,TNST131,FC106,PS1,LN1,15,1,2012,15/01/12,f
TC268,TNST111,FC136,PS1,LN1,15,1,2012,15/01/12,f
TC158,TNST157,FC122,PS4,LN3,15,1,2012,15/01/12,f
TC268,TNST131,FC136,PS1,LN1,15,1,2012,15/01/12,f
TC413,TNST117,FC109,PS2,LN2,15,1,2012,15/01/12,f
TC113,TNST168,FC102,PS4,LN3,15,1,2012,15/01/12,f
TC113,TNST137,FC102,PS2,LN2,15,1,2012,15/01/12,f
TC153,TNST167,FC103,PS4,LN3,15,1,2012,15/01/12,f
TC123,TNST103,FC112,PS1,LN1,16,1,2012,16/01/12,f
TC101,TNST168,FC101,PS4,LN3,16,1,2012,16/01/12,f
TC352,TNST168,FC111,PS4,LN3,16,1,2012,16/01/12,f
TC268,TNST101,FC136,PS1,LN1,16,1,2012,16/01/12,f
TC268,TNST112,FC136,PS1,LN1,16,1,2012,16/01/12,f
TC118,TNST118,FC111,PS2,LN2,16,1,2012,16/01/12,f
TC268,TNST116,FC136,PS1,LN1,16,1,2012,16/01/12,f
TC129,TNST134,FC107,PS1,LN1,16,1,2012,16/01/12,f
TC330,TNST152,FC129,PS4,LN3,16,1,2012,16/01/12,f
TC391,TNST125,FC106,PS1,LN1,16,1,2012,16/01/12,f
TC211,TNST108,FC127,PS1,LN1,16,1,2012,16/01/12,f
TC223,TNST168,FC127,PS4,LN3,17,1,2012,17/01/12,f
TC226,TNST129,FC102,PS1,LN1,17,1,2012,17/01/12,f
TC123,TNST153,FC112,PS4,LN3,17,1,2012,17/01/12,f
TC102,TNST129,FC101,PS1,LN1,17,1,2012,17/01/12,f
TC166,TNST148,FC112,PS4,LN3,17,1,2012,17/01/12,f
TC161,TNST129,FC104,PS1,LN1,9,2,2012,09/02/12,f
TC161,TNST129,FC104,PS1,LN1,9,2,2012,09/02/12,f
TC255,TNST131,FC104,PS1,LN1,17,1,2012,17/01/12,f
TC102,TNST167,FC101,PS4,LN3,16,1,2012,16/01/12,f
TC414,TNST123,FC112,PS1,LN1,17,1,2012,17/01/12,f
TC158,TNST102,FC122,PS1,LN1,17,1,2012,17/01/12,f
TC188,TNST169,#N/A,PS1,LN1,17,1,2012,17/01/12,f
TC143,TNST129,FC118,PS1,LN1,17,1,2012,17/01/12,f
TC118,TNST144,FC111,PS2,LN2,17,1,2012,17/01/12,f
#N/A,TNST114,#N/A,PS2,LN2,17,1,2012,17/01/12,f
TC402,TNST159,FC101,PS4,LN3,17,1,2012,17/01/12,f
TC113,TNST157,FC102,PS4,LN3,17,1,2012,17/01/12,f
TC113,TNST155,FC102,PS4,LN3,17,1,2012,17/01/12,f
TC123,TNST118,FC112,PS2,LN2,18,1,2012,18/01/12,f
TC294,TNST146,FC106,PS4,LN3,18,1,2012,18/01/12,f
TC415,TNST135,FC136,PS2,LN2,18,1,2012,18/01/12,f
TC148,TNST146,FC106,PS4,LN3,18,1,2012,18/01/12,f
TC268,TNST134,FC136,PS1,LN1,18,1,2012,18/01/12,f
TC279,TNST160,FC127,PS4,LN3,18,1,2012,18/01/12,f
TC143,TNST116,FC118,PS1,LN1,18,1,2012,18/01/12,f
TC123,TNST161,FC112,PS4,LN3,18,1,2012,18/01/12,f
TC103,TNST128,FC102,PS1,LN1,18,1,2012,18/01/12,f
TC201,TNST128,FC103,PS1,LN1,18,1,2012,18/01/12,f
TC352,TNST124,FC111,PS1,LN1,18,1,2012,18/01/12,f
TC123,TNST118,FC112,PS2,LN2,18,1,2012,18/01/12,f
TC346,TNST165,FC102,PS2,LN2,18,1,2012,18/01/12,f
TC113,TNST149,FC102,PS4,LN3,19,1,2012,19/01/12,f
TC382,TNST141,FC106,PS4,LN3,19,1,2012,19/01/12,f
TC188,TNST159,FC118,PS4,LN3,19,1,2012,19/01/12,f
TC113,TNST151,FC102,PS4,LN3,19,1,2012,19/01/12,f
TC188,TNST167,FC118,PS4,LN3,19,1,2012,19/01/12,f
TC102,TNST105,FC101,PS1,LN1,19,1,2012,19/01/12,f
TC123,TNST165,FC112,PS2,LN2,19,1,2012,19/01/12,f
TC116,TNST130,FC110,PS2,LN2,12,1,2012,12/01/12,f
TC391,TNST170,FC106,PS1,LN1,19,1,2012,19/01/12,f
TC268,TNST109,FC136,PS1,LN1,19,1,2012,19/01/12,f
#N/A,TNST170,#N/A,PS1,LN1,19,1,2012,19/01/12,f
TC104,TNST116,FC103,PS1,LN1,19,1,2012,19/01/12,f
TC113,TNST119,FC102,PS1,LN1,19,1,2012,19/01/12,f
TC113,TNST123,FC102,PS1,LN1,19,1,2012,19/01/12,f
TC416,TNST114,FC140,PS2,LN2,19,1,2012,19/01/12,f
TC119,TNST142,FC103,PS4,LN3,19,1,2012,19/01/12,f
TC114,TNST118,FC106,PS2,LN2,20,1,2012,20/01/12,f
TC143,TNST116,#N/A,PS1,LN1,20,1,2012,20/01/12,f
TC189,TNST141,FC103,PS4,LN3,20,1,2012,20/01/12,f
TC113,TNST104,FC102,PS1,LN1,20,1,2012,20/01/12,f
TC213,TNST158,FC105,PS4,LN3,20,1,2012,20/01/12,f
TC417,TNST120,FC112,PS1,LN1,20,1,2012,20/01/12,f
TC164,TNST142,FC103,PS4,LN3,20,1,2012,20/01/12,f
TC223,TNST155,FC127,PS4,LN3,20,1,2012,20/01/12,f
TC363,TNST163,FC143,PS2,LN2,20,1,2012,20/01/12,f
TC159,TNST124,FC104,PS1,LN1,20,1,2012,20/01/12,f
TC324,TNST160,FC127,PS4,LN3,20,1,2012,20/01/12,f
TC277,TNST164,FC112,PS4,LN3,21,1,2012,21/01/12,f
TC101,TNST114,FC101,PS2,LN2,20,1,2012,20/01/12,f
TC129,TNST110,FC107,PS1,LN1,21,1,2012,21/01/12,f
TC372,TNST122,FC119,PS1,LN1,21,1,2012,21/01/12,f
TC239,TNST102,FC103,PS1,LN1,21,1,2012,21/01/12,f
TC113,TNST159,FC102,PS4,LN3,21,1,2012,21/01/12,f
TC159,TNST110,FC104,PS1,LN1,21,1,2012,21/01/12,f
TC276,TNST158,FC107,PS4,LN3,22,1,2012,22/01/12,f
TC101,TNST138,FC101,PS2,LN2,22,1,2012,22/01/12,f
TC116,TNST136,FC110,PS2,LN2,22,1,2012,22/01/12,f
TC104,TNST141,FC103,PS4,LN3,22,1,2012,22/01/12,f
TC113,TNST141,FC102,PS4,LN3,22,1,2012,22/01/12,f
TC223,TNST150,FC127,PS4,LN3,22,1,2012,22/01/12,f
TC211,TNST123,FC127,PS1,LN1,22,1,2012,22/01/12,f
TC270,TNST118,FC111,PS2,LN2,22,1,2012,22/01/12,f
TC276,TNST158,FC107,PS4,LN3,22,1,2012,22/01/12,f
TC104,TNST129,FC103,PS1,LN1,22,1,2012,22/01/12,f
TC143,TNST116,FC118,PS1,LN1,22,1,2012,22/01/12,f
TC123,TNST140,FC112,PS2,LN2,22,1,2012,22/01/12,f
TC268,TNST119,FC136,PS1,LN1,22,1,2012,22/01/12,f
TC117,TNST104,FC104,PS1,LN1,26,2,2012,26/02/12,f
TC106,TNST110,FC104,PS1,LN1,22,1,2012,22/01/12,f
TC231,TNST117,FC127,PS2,LN2,22,1,2012,22/01/12,f
TC180,TNST164,FC127,PS4,LN3,22,1,2012,22/01/12,f
TC126,TNST167,FC113,PS4,LN3,22,1,2012,22/01/12,f
TC166,TNST103,FC112,PS1,LN1,23,1,2012,23/01/12,f
TC116,TNST139,FC110,PS2,LN2,23,1,2012,23/01/12,f
TC143,TNST150,FC118,PS4,LN3,23,1,2012,23/01/12,f
TC268,TNST121,FC136,PS1,LN1,23,1,2012,23/01/12,f
TC135,TNST150,FC104,PS4,LN3,23,1,2012,23/01/12,f
TC199,TNST127,FC130,PS1,LN1,23,1,2012,23/01/12,f
TC113,TNST109,FC102,PS1,LN1,23,1,2012,23/01/12,f
TC203,TNST156,FC103,PS4,LN3,23,1,2012,23/01/12,f
TC143,TNST150,FC118,PS4,LN3,24,1,2012,24/01/12,f
TC101,TNST170,FC101,PS1,LN1,24,1,2012,24/01/12,f
TC216,TNST150,FC104,PS4,LN3,24,1,2012,24/01/12,f
TC376,TNST150,FC106,PS4,LN3,24,1,2012,24/01/12,f
TC125,TNST109,FC112,PS1,LN1,24,1,2012,24/01/12,f
TC258,TNST109,FC112,PS1,LN1,24,1,2012,24/01/12,f
TC161,TNST106,FC104,PS1,LN1,24,1,2012,24/01/12,f
TC258,TNST106,FC112,PS1,LN1,24,1,2012,24/01/12,f
TC143,TNST134,FC118,PS1,LN1,24,1,2012,24/01/12,f
TC239,TNST124,FC103,PS1,LN1,24,1,2012,24/01/12,f
TC113,TNST109,FC102,PS1,LN1,24,1,2012,24/01/12,f
TC113,TNST158,FC102,PS4,LN3,25,1,2012,25/01/12,f
TC324,TNST159,FC127,PS4,LN3,25,1,2012,25/01/12,f
TC123,TNST112,FC112,PS1,LN1,25,1,2012,25/01/12,f
TC130,TNST148,FC101,PS4,LN3,25,1,2012,25/01/12,f
TC376,TNST150,FC106,PS4,LN3,25,1,2012,25/01/12,f
TC363,TNST163,FC143,PS2,LN2,25,1,2012,25/01/12,f
TC225,TNST146,FC116,PS4,LN3,25,1,2012,25/01/12,f
TC210,TNST150,FC101,PS4,LN3,25,1,2012,25/01/12,f
TC161,TNST125,FC104,PS1,LN1,25,1,2012,25/01/12,f
TC125,TNST121,FC112,PS1,LN1,25,1,2012,25/01/12,f
TC295,TNST134,FC104,PS1,LN1,25,1,2012,25/01/12,f
TC418,TNST125,FC106,PS1,LN1,25,1,2012,25/01/12,f
TC136,TNST118,FC114,PS2,LN2,25,1,2012,25/01/12,f
TC419,TNST114,FC106,PS2,LN2,25,1,2012,25/01/12,f
TC207,TNST125,FC106,PS1,LN1,25,1,2012,25/01/12,f
TC158,TNST170,FC122,PS1,LN1,25,1,2012,25/01/12,f
TC143,TNST120,FC118,PS1,LN1,25,1,2012,25/01/12,f
TC114,TNST129,FC106,PS1,LN1,25,1,2012,25/01/12,f
TC132,TNST142,FC110,PS4,LN3,25,1,2012,25/01/12,f
TC165,TNST157,FC103,PS4,LN3,26,1,2012,26/01/12,f
TC220,TNST136,FC112,PS2,LN2,26,1,2012,26/01/12,f
TC211,TNST124,#N/A,PS1,LN1,26,1,2012,26/01/12,f
TC211,TNST170,#N/A,PS1,LN1,26,1,2012,26/01/12,f
TC270,TNST146,FC111,PS4,LN3,26,1,2012,26/01/12,f
TC284,TNST139,FC116,PS2,LN2,26,1,2012,26/01/12,f
TC270,TNST150,FC111,PS4,LN3,26,1,2012,26/01/12,f
TC148,TNST129,FC106,PS1,LN1,26,1,2012,26/01/12,f
TC103,TNST106,FC102,PS1,LN1,26,1,2012,26/01/12,f
TC113,TNST130,FC102,PS2,LN2,26,1,2012,26/01/12,f
TC104,TNST123,FC103,PS1,LN1,26,1,2012,26/01/12,f
TC113,TNST134,FC102,PS1,LN1,26,1,2012,26/01/12,f
TC223,TNST153,FC127,PS4,LN3,26,1,2012,26/01/12,f
TC123,TNST120,FC112,PS1,LN1,27,1,2012,27/01/12,f
TC102,TNST108,FC101,PS1,LN1,27,1,2012,27/01/12,f
TC268,TNST108,FC136,PS1,LN1,27,1,2012,27/01/12,f
