TRAINSET,Fdate,ObjectPartCode
TNST101,21-Sep-14,106
TNST101,21-Sep-14,115
TNST101,21-Sep-19,105
TNST101,21-Oct-18,101
TNST101,21-Oct-19,160
TNST101,21-Nov-12,359
TNST101,21-Nov-13,101
TNST101,21-Nov-15,326
TNST101,21-Nov-16,402
TNST101,21-Nov-17,101
TNST101,21-Nov-18,105
TNST101,21-Dec-13,101
TNST101,21-Dec-16,101
TNST101,21-Dec-19,240
TNST101,22-Jan-14,164
TNST101,22-Feb-14,164
TNST101,22-Mar-13,103
TNST101,22-Mar-14,148
TNST101,22-Mar-16,125
TNST101,22-Apr-14,157
TNST101,22-Jun-14,211
TNST101,22-Jun-18,157
TNST101,22-Jul-18,113
TNST101,22-Jul-18,113
TNST101,22-Aug-16,157
TNST101,22-Sep-12,211
TNST101,22-Sep-13,104
TNST101,22-Sep-16,148
TNST101,22-Oct-12,319
TNST101,22-Oct-13,101
TNST101,22-Oct-14,134
TNST101,22-Oct-14,115
TNST101,22-Oct-18,101
TNST101,22-Oct-18,103
TNST101,22-Oct-19,157
TNST101,22-Nov-12,121
TNST101,22-Nov-12,103
TNST101,22-Nov-14,101
TNST101,22-Nov-15,148
TNST101,22-Nov-15,104
TNST101,22-Nov-16,402
TNST101,22-Nov-18,166
TNST101,22-Nov-18,562
TNST101,22-Dec-14,134
TNST101,22-Dec-15,101
TNST101,23-Jan-13,113
TNST101,23-Mar-17,123
TNST101,23-Apr-13,201
TNST101,23-Apr-14,101
TNST101,23-Apr-16,101
TNST101,23-Apr-17,188
TNST101,23-May-12,101
TNST101,23-May-13,125
TNST101,23-May-15,179
TNST101,23-May-15,179
TNST101,23-May-15,101
TNST101,23-Jun-13,184
TNST101,23-Jun-17,113
TNST101,23-Jun-17,113
TNST101,23-Jun-18,101
TNST101,23-Jun-19,130
TNST101,23-Jul-13,111
TNST101,23-Jul-18,113
TNST101,23-Jul-18,113
TNST101,23-Aug-16,268
TNST101,23-Aug-19,148
TNST101,23-Aug-19,103
TNST101,23-Sep-16,153
TNST101,23-Sep-17,101
TNST101,23-Sep-18,103
TNST101,23-Sep-18,166
TNST101,23-Oct-13,206
TNST101,23-Nov-12,101
TNST101,23-Nov-18,101
TNST101,23-Nov-19,213
TNST101,23-Dec-16,101
TNST101,23-Dec-17,101
TNST101,23-Dec-18,148
TNST101,23-Dec-18,114
TNST101,24-Jan-13,108
TNST101,24-Jan-13,101
TNST101,24-Jan-13,125
TNST101,24-Jan-13,108
TNST101,24-Jan-14,104
TNST101,24-Feb-13,152
TNST101,24-Feb-14,188
TNST101,24-Feb-14,381
TNST101,24-Feb-15,105
TNST101,24-Feb-15,113
TNST101,24-Feb-17,123
TNST101,24-Mar-12,101
TNST101,24-Mar-15,103
TNST101,24-Apr-19,167
TNST101,24-May-12,113
TNST101,24-May-12,310
TNST101,24-May-15,203
TNST101,24-May-16,143
TNST101,24-Jun-14,324
TNST101,24-Jun-18,121
TNST101,24-Jun-19,157
TNST101,24-Jun-19,130
TNST101,24-Jul-18,240
TNST101,24-Aug-14,103
TNST101,24-Aug-14,114
TNST101,24-Aug-18,166
TNST101,24-Sep-12,359
TNST101,24-Sep-12,283
TNST101,24-Sep-17,113
TNST101,24-Nov-13,211
TNST101,24-Nov-14,120
TNST101,24-Nov-18,101
TNST101,24-Nov-19,101
TNST101,24-Dec-13,104
TNST101,24-Dec-19,123
TNST101,25-Jan-13,188
TNST101,25-Jan-13,125
TNST101,25-Jan-19,114
TNST101,25-Feb-12,222
TNST101,25-Feb-14,105
TNST101,25-Mar-15,105
TNST101,25-Mar-18,101
TNST101,25-Apr-12,123
TNST101,25-Apr-15,201
TNST101,25-May-12,200
TNST101,25-May-13,310
TNST101,25-May-13,125
TNST101,25-May-13,130
TNST101,25-May-16,299
TNST101,25-May-16,103
TNST101,25-Jun-13,101
TNST101,25-Jun-18,101
TNST101,25-Jun-18,195
TNST101,25-Jul-12,266
TNST101,25-Jul-18,132
TNST101,25-Aug-19,101
TNST101,25-Oct-13,101
TNST101,25-Oct-18,222
TNST101,25-Nov-15,119
TNST101,25-Nov-18,402
TNST101,25-Dec-12,255
TNST101,25-Dec-13,158
TNST101,25-Dec-15,192
TNST101,25-Dec-15,123
TNST101,26-Jan-14,203
TNST101,26-Jan-18,101
TNST101,26-Jan-19,225
TNST101,26-Jan-19,120
TNST101,26-Jan-19,143
TNST101,26-Jan-19,114
TNST101,26-Feb-18,268
TNST101,26-Mar-13,116
TNST101,26-Mar-13,101
TNST101,26-Mar-13,200
TNST101,26-May-12,113
TNST101,26-May-12,125
TNST101,26-May-14,162
TNST101,26-Jun-13,101
TNST101,26-Jun-19,113
TNST101,26-Jun-19,131
TNST101,26-Jun-19,293
TNST101,26-Jul-14,382
TNST101,26-Jul-18,240
TNST101,26-Aug-14,101
TNST101,26-Aug-16,479
TNST101,26-Aug-16,209
TNST101,26-Sep-12,104
TNST101,26-Sep-12,132
TNST101,26-Sep-17,522
TNST101,26-Sep-19,105
TNST101,26-Oct-18,131
TNST101,26-Oct-18,101
TNST101,26-Oct-18,222
TNST101,26-Nov-13,211
TNST101,26-Nov-13,211
TNST101,26-Nov-14,166
TNST101,26-Nov-16,101
TNST101,26-Dec-12,188
TNST101,26-Dec-13,104
TNST101,27-Jan-16,101
TNST101,27-Jan-19,321
TNST101,27-Jan-19,139
TNST101,27-Jan-19,293
TNST101,27-Jan-19,309
TNST101,27-Jan-19,309
TNST101,27-Feb-12,123
TNST101,27-Feb-13,201
TNST101,27-Feb-14,175
TNST101,27-Feb-14,102
TNST101,27-Mar-12,125
TNST101,27-Mar-15,201
TNST101,27-Mar-18,101
TNST101,27-Apr-13,192
TNST101,27-Apr-16,134
TNST101,27-May-14,143
TNST101,27-Jun-17,101
TNST101,27-Jun-19,101
TNST101,27-Jul-15,126
TNST101,27-Aug-17,174
TNST101,27-Aug-19,188
TNST101,27-Sep-16,105
